states,flag,Avg0,SD0,frust0,time
'11000101',1,0.0708,0.0014719601443879758,0.204414683852896,14.252924239766344
'00111010',1,0.06743333333333335,0.00036817870057290794,0.204414683852896,14.149106262432348
'01100101',1,0.055433333333333334,0.001249888883950178,0.2163204269739358,15.176629690391158
'10010011',1,0.08216666666666667,0.0004642796092394713,0.18974897912883595,15.461185174993679
'11010001',1,0.09026666666666666,0.001840893502864545,0.18977793187957187,14.173916263410135
'00010111',1,0.10786666666666667,0.00018856180831641154,0.18271738313792094,15.7068176602873
'10011010',1,0.054900000000000004,0.001986621923433513,0.2163204269739358,14.72664104733652
'00101110',1,0.08903333333333334,0.004938510796676356,0.18977793187957187,14.272843326659862
'11011000',1,0.09716666666666667,0.0022866763848190023,0.18013065716056129,15.629400315360131
'11101000',1,0.10493333333333334,0.004074582459862879,0.18271738313792094,15.763804152731794
'00100111',1,0.10016666666666667,0.0026106618998935037,0.18013065716056129,15.668342251721937
'01101100',1,0.07983333333333333,0.0018006171781426003,0.18974897912883595,16.034872895146194
