states,flag,Avg0,SD0,frust0,time
'101000011',1,0.04761666666666667,0.00031382939455839665,0.46875,9.153806051048248
'101000101',1,0.047360000000000006,0.0012801822786879472,0.46875,9.022418513450797
'100100011',1,0.04762666666666667,0.0003300841643513899,0.46875,9.06807947027104
'100100101',1,0.047773333333333334,0.0008000555536266768,0.46875,9.137921217929877
'100101001',1,0.04783333333333334,0.00035122009560324794,0.46875,9.011558749150275
'101100001',1,0.04788666666666667,0.0003278549814916469,0.46875,9.037346196012457
'100011001',1,0.04795333333333333,0.0002584999462712159,0.46875,9.047700394673571
'101001001',1,0.04805,0.00016753109164172105,0.46875,9.063113020742241
'110000101',1,0.04787333333333333,0.00048458458727266575,0.46875,9.109182965040493
'110001001',1,0.04749333333333333,0.00032714251057027626,0.46875,9.105989937649191
'100000111',1,0.047356666666666665,0.0004970133018564193,0.46875,8.980553199540937
'110000011',1,0.04722666666666667,0.00023342855200015377,0.46875,9.140494830549118
'110010001',1,0.04721,0.00037211109452240916,0.46875,9.120380235659846
'110100001',1,0.04704333333333333,0.000411204193666467,0.46875,9.133426644175136
'100010011',1,0.04747666666666667,9.104333522498231e-5,0.46875,9.13782881286521
'100010101',1,0.04765,0.0005289612462175276,0.46875,9.059815544157223
'100001101',1,0.04802666666666667,0.0007387075800943758,0.46875,9.036250677518643
'100001011',1,0.04769333333333333,0.0005028143019268873,0.46875,9.122796826520876
'101010001',1,0.047913333333333336,0.00013888444437333184,0.46875,9.089326422173455
'100110001',1,0.047499999999999994,0.0005593448548674295,0.46875,9.060252872568903
'111000001',1,0.04743666666666666,0.0005636981067517919,0.46875,9.099662803072468
