states,flag,Avg0,SD0,frust0,time
'100001',1,0.5014066666666667,0.0006262232473771391,0.6,8.076647451983021
'010011',1,0.049613333333333336,0.0004832068800098856,0.7,2.257588468551223
'001101',1,0.04989333333333334,0.0005289192334899124,0.7,2.2506667533018407
'010101',1,0.050473333333333335,0.0004007770230717083,0.7,2.2675477423882335
'011101',1,0.049859999999999995,0.0001336662510384229,0.55,2.263803529045521
'000111',1,0.050583333333333334,0.0003767698973585286,0.7,2.270364760599828
'001011',1,0.049673333333333326,0.0007345898326428298,0.7,2.2660582468489836
'001111',1,0.049183333333333336,0.00011025223605694129,0.55,2.260364097203901
'011011',1,0.04895333333333334,0.000508418025731669,0.55,2.266139475672596
'011001',1,0.04914333333333334,0.0013109114725597952,0.7,2.265114937932369
'010111',1,0.05121666666666666,0.0009604281452676304,0.55,2.265665196780162
