states,flag,Avg0,SD0,frust0,time
'0101101',1,0.05004666666666666,0.0006866504852462317,0.4,2.892506187205973
'0101011',1,0.05053666666666667,0.00033993463423951693,0.4,2.8642235182165177
'1010011',1,0.05038666666666666,0.00041354833118055517,0.4,2.9013820952346685
'1100011',1,0.05056333333333333,0.00046649997022746114,0.4,2.8758726477732943
'1010101',1,0.05006666666666667,0.0006811917661145219,0.4,2.8914725577718436
'0010111',1,0.0499,0.0012415313125330365,0.4,2.894697553321649
'0011011',1,0.049896666666666666,0.00044969125210773627,0.4,2.902625036785818
'1001101',1,0.04965,0.0010834205093129812,0.4,2.9079912859153882
'0001111',1,0.04956333333333333,0.0006405379683429305,0.4,2.8970003360264562
'1001011',1,0.04944333333333333,0.00011469767022723599,0.4,2.8935923805760217
'0110101',1,0.04932,0.0008094854332640375,0.4,2.9004483120183155
'1011001',1,0.05017333333333333,0.0007732758599332838,0.4,2.903292745733612
'1100101',1,0.05007999999999999,0.0007266819570256777,0.4,2.8968396912071843
'0011101',1,0.049686666666666664,0.0006545397025560965,0.4,2.9051017541274207
'0110011',1,0.05059666666666666,0.00042601512753526405,0.4,2.8919892534179064
'1101001',1,0.049903333333333334,0.0005526501806950057,0.4,2.885756664118805
'1110001',1,0.05013666666666666,0.0009738697152197618,0.4,2.8992748809311166
'0100111',1,0.04952666666666666,0.0005705163353392171,0.4,2.883952516409362
'1000111',1,0.05027333333333334,0.0005232165474787265,0.4,2.8976793918400907
'0111001',1,0.050249999999999996,0.0006815179136799447,0.4,2.882074922154801
