states,flag,Avg0,SD0,frust0,time
'00000000011111111111000000000011111111111111111111',1,0.03533,0.00036851051545376524,0.33387755102040817,184.74696908684123
'00000000011111111111111111111111111111100000000000',1,0.048793333333333334,0.0005508982563857773,0.3248979591836735,184.72106189492783
'11111111100000000000111111111111111111100000000000',1,0.07997666666666667,0.000426249796350554,0.31183673469387757,188.50872419512783
'11111111111111111111111111111100000000000000000000',1,0.048889999999999996,0.00041287609117829523,0.3248979591836735,185.37515637437215
'00000000000000000000111111111100000000011111111111',1,0.06377666666666666,0.0004946603773185102,0.31755102040816324,186.1219919422358
'00000000011111111111111111111100000000000000000000',1,0.06352666666666666,0.0006002406924633555,0.31755102040816324,186.04622603726008
'00000000011111111111000000000000000000011111111111',1,0.08060666666666666,0.001184801905617792,0.31183673469387757,187.37304047470843
'00000000000000000000111111111111111111111111111111',1,0.04948666666666666,0.00011469767022723331,0.3248979591836735,184.78118441206178
'11111111100000000000000000000011111111111111111111',1,0.06391666666666666,0.0006115190557583285,0.31755102040816324,185.59325056489251
'11111111111111111111000000000000000000000000000000',1,0.04874666666666667,0.0004018568014714785,0.3248979591836735,184.3415926265931
'00000000000000000000111111111111111111100000000000',1,0.03523666666666667,0.0002781286672667088,0.33387755102040817,182.98326929788698
'11111111100000000000000000000000000000011111111111',1,0.04925666666666667,0.0002876726534718869,0.3248979591836735,184.2460781722506
'11111111111111111111000000000011111111100000000000',1,0.06412666666666667,0.0004903286879453671,0.31755102040816324,185.38504397674265
'11111111100000000000111111111100000000000000000000',1,0.03575,0.00021354156504062598,0.33387755102040817,184.23987945941516
'11111111100000000000111111111100000000011111111111',1,0.049293333333333335,0.0007310874700669456,0.3248979591836735,184.42711002541765
'00000000011111111111111111111100000000011111111111',1,0.025326666666666664,0.0004290558109254414,0.34448979591836737,182.34309448248283
'00000000000000000000000000000011111111111111111111',1,0.048753333333333336,0.0006668499747985966,0.3248979591836735,184.69557633153536
'11111111111111111111000000000000000000011111111111',1,0.035276666666666665,0.000520917993119411,0.33387755102040817,184.45725197690368
'00000000011111111111000000000011111111100000000000',1,0.048613333333333335,0.00042773304239391565,0.3248979591836735,183.95913531672556
'11111111100000000000000000000011111111100000000000',1,0.025316666666666664,0.0002854625875467543,0.34448979591836737,182.44178432395324
