states,flag,Avg0,SD0,frust0,time
'111111110000000000011111111000',1,0.05323,0.00025729360660537153,0.32413793103448274,97.35019653190936
'111111110000000000000001111111',1,0.06476,0.00022226110770893245,0.3218390804597701,103.53089945843283
'111111110000111111100000000000',1,0.14670000000000002,0.0012462209541917741,0.3218390804597701,114.38123544694825
'111111111111000000011110000000',1,0.05372333333333334,0.0002932954520994527,0.32413793103448274,97.92314823774394
'000000001111111111111110000000',1,0.06446333333333333,0.000432229362980147,0.3218390804597701,104.08600346814639
'000000001111000000011111111111',1,0.14696,0.0016819829567111208,0.3218390804597701,114.63957724074777
'000000001111111111100001111000',1,0.06497666666666667,0.00035424410918022186,0.3218390804597701,103.8579022728833
'111111111111000000000000000111',1,0.06481666666666668,0.0009090043393124654,0.3218390804597701,103.96725804031246
'000000001111111111100000000111',1,0.053323333333333334,0.0007832127566774057,0.32413793103448274,97.8364356963571
'000000000000111111111110000111',1,0.05308666666666667,0.00033905096306537276,0.32413793103448274,97.71031489778113
'000000000000111111111111111000',1,0.06354666666666668,0.0007025825376581893,0.3218390804597701,103.33178409745972
'111111110000000000011110000111',1,0.06458666666666667,0.0005067763039273101,0.3218390804597701,104.4961184242689
'000000000000111111100001111111',1,0.05299666666666667,0.0008080566536794056,0.32413793103448274,97.4515448648185
'111111111111000000000001111000',1,0.052829999999999995,0.000986610358753647,0.32413793103448274,97.09935202847065
