states,flag,Avg0,SD0,frust0,time
'0000011111111111000000000011',1,0.023629999999999998,0.0009678842906050296,0.3544973544973545,85.13027320035589
'1111111111100000000000000011',1,0.022933333333333333,0.00019154343864744936,0.3544973544973545,84.92057431643404
'1111100000000000111111110011',1,0.02316666666666667,0.0005877830287520131,0.3544973544973545,85.19509227812416
'0000011111100000111111110000',1,0.05531666666666666,0.00022365648262954988,0.35185185185185186,102.71212547615663
'1111100000000000111100001111',1,0.03996333333333333,0.000853320312400658,0.3544973544973545,89.28484654320005
'0000000000011111111111110000',1,0.024306666666666667,0.00039203174474637713,0.3544973544973545,86.80172631574725
'0000000000011111111100001111',1,0.040723333333333334,0.000193620476419434,0.3544973544973545,88.88851273054307
'0000011111111111000011110000',1,0.040386666666666675,0.0001929306150465029,0.3544973544973545,89.73635604779356
'0000000000000000111111111111',1,0.02952,0.00031496031496047294,0.36243386243386244,85.29269469369017
'1111100000000000111111110000',1,0.024423333333333335,0.0003386574801903663,0.3544973544973545,86.91476026193523
'0000011111100000000011111111',1,0.05692,0.0004373404470966123,0.35185185185185186,102.59187695256128
'1111100000011111000011110000',1,0.05586666666666667,0.0002468917891618829,0.35185185185185186,102.35849585067614
'1111111111100000000011110000',1,0.04052666666666667,6.944222218666536e-5,0.3544973544973545,89.53006276097376
'0000000000011111000011111111',1,0.04012333333333334,0.0008786479512422604,0.3544973544973545,89.16328139202182
'0000011111111111000000001111',1,0.024220000000000002,0.0004047221268969604,0.3544973544973545,86.86703901330743
'1111100000011111111100000000',1,0.05561666666666667,0.00012657891697364927,0.35185185185185186,102.21025845624187
'1111111111111111000000000000',1,0.029439999999999997,0.000227303028283097,0.36243386243386244,85.00709392440024
'1111100000011111000000001111',1,0.05459333333333333,6.847546194724849e-5,0.35185185185185186,102.60420651044628
'1111100000000000111111111100',1,0.023283333333333333,8.65383665716486e-5,0.3544973544973545,85.06553792561397
'0000011111111111111100000000',1,0.040119999999999996,0.0002195449840010016,0.3544973544973545,89.43004317865861
'0000000000011111111111110011',1,0.023569999999999997,0.0007800427338721051,0.3544973544973545,84.29064451816168
'0000011111100000111100001111',1,0.056236666666666664,0.00016336734339790357,0.35185185185185186,102.49393900416425
'1111111111100000000000001111',1,0.024326666666666663,0.00046204857849461013,0.3544973544973545,86.52043161067657
'1111111111100000000000001100',1,0.023636666666666667,0.00013274871834493144,0.3544973544973545,84.40397156051235
'0000000000011111111111111100',1,0.023513333333333334,0.00011953614051360683,0.3544973544973545,85.36742741376759
'1111111111100000111100000000',1,0.039779999999999996,0.0005145872132107432,0.3544973544973545,89.06934771379552
'1111100000000000000011111111',1,0.04013333333333333,0.00039381326652220455,0.3544973544973545,89.42176543530049
'0000011111111111000000001100',1,0.023723333333333332,0.00043222936298014427,0.3544973544973545,84.77912538568903
