states,flag,Avg0,SD0,frust0,time
'0000000000111111111100000000001111111111000000000011111111111111111111',1,0.014063333333333332,0.0005076963221804505,0.37267080745341613,280.8384694723288
'1111111111000000000000000000001111111111000000000011111111111111111111',1,0.014176666666666666,0.0002978067979225601,0.37267080745341613,283.81736940203507
'0000000000111111111111111111111111111111111111111100000000000000000000',1,0.013986666666666666,0.0004371371511195186,0.37267080745341613,282.77198443337994
'0000000000111111111100000000001111111111111111111100000000001111111111',1,0.014410000000000001,0.00016673332000533057,0.37267080745341613,281.5884349795769
'1111111111000000000011111111110000000000000000000011111111111111111111',1,0.014033333333333333,0.000796506260001905,0.37267080745341613,281.5233832676873
'0000000000111111111100000000001111111111000000000011111111110000000000',1,0.014556666666666667,0.0001470449666674182,0.37267080745341613,284.29983239946273
'0000000000111111111111111111110000000000111111111100000000000000000000',1,0.014726666666666666,0.00025772509040103604,0.37267080745341613,280.83254961517747
'0000000000111111111111111111110000000000000000000000000000001111111111',1,0.014309999999999998,0.00034068558329736583,0.37267080745341613,286.3643636999437
'0000000000000000000011111111111111111111111111111100000000000000000000',1,0.013999999999999999,0.00010801234497346422,0.37267080745341613,283.0526865532158
'1111111111000000000011111111111111111111000000000011111111110000000000',1,0.014153333333333332,0.0002098147330914162,0.37267080745341613,281.35794694872783
'0000000000111111111100000000000000000000111111111100000000001111111111',1,0.014046666666666666,0.000444547210341289,0.37267080745341613,284.65727892181593
'0000000000111111111111111111110000000000000000000011111111111111111111',1,0.013949999999999999,0.0002669581740023452,0.37267080745341613,283.02571554928187
'1111111111000000000011111111110000000000000000000011111111110000000000',1,0.01457,0.00016309506430300073,0.37267080745341613,284.16429887134746
'1111111111000000000000000000001111111111000000000011111111110000000000',1,0.014323333333333334,0.0002472964932132194,0.37267080745341613,283.546354310015
'1111111111000000000011111111110000000000000000000000000000001111111111',1,0.014193333333333334,0.0003072819913731071,0.37267080745341613,282.59982743655974
'0000000000111111111111111111111111111111000000000000000000000000000000',1,0.01452,0.0001589549202342184,0.37267080745341613,283.46351977512995
'0000000000000000000011111111111111111111000000000000000000001111111111',1,0.014293333333333333,0.0002131248981752776,0.37267080745341613,282.7873156364673
'0000000000000000000011111111111111111111111111111100000000001111111111',1,0.014536666666666668,0.0002931817790306137,0.37267080745341613,282.27961726183963
'1111111111111111111100000000001111111111000000000011111111110000000000',1,0.01411,0.00019798989873223377,0.37267080745341613,283.4331975609148
'0000000000111111111100000000001111111111000000000000000000001111111111',1,0.014203333333333332,0.00031752515210959644,0.37267080745341613,284.69446726969954
'1111111111111111111100000000001111111111000000000000000000001111111111',1,0.01423,0.00022686266036231427,0.37267080745341613,282.49119343157366
'1111111111000000000000000000000000000000000000000011111111111111111111',1,0.01401,0.0003527983371087039,0.37267080745341613,282.4535639907995
'1111111111111111111100000000000000000000000000000011111111111111111111',1,0.014233333333333334,0.0002257333727111604,0.37267080745341613,285.78896605046685
'1111111111111111111111111111110000000000000000000011111111110000000000',1,0.014326666666666666,0.0002831175649011479,0.37267080745341613,282.80232938068957
'0000000000000000000000000000001111111111111111111100000000001111111111',1,0.014026666666666666,0.0003103045099396535,0.37267080745341613,282.53241242005606
'0000000000000000000011111111110000000000111111111100000000001111111111',1,0.013879999999999998,6.976149845485447e-5,0.37267080745341613,280.79130990439745
'1111111111000000000000000000000000000000111111111111111111110000000000',1,0.014146666666666667,0.0002704728370013443,0.37267080745341613,282.4479108963974
'0000000000000000000011111111111111111111111111111111111111110000000000',1,0.014173333333333335,0.0003242769735204087,0.37267080745341613,282.38075372578754
'1111111111111111111100000000000000000000111111111111111111110000000000',1,0.014453333333333334,0.00014079141387961916,0.37267080745341613,284.7813965607138
'1111111111111111111111111111110000000000000000000000000000000000000000',1,0.014193333333333334,0.00025420901286583517,0.37267080745341613,282.1075547686238
