states,flag,Avg0,SD0,frust0,time
0_0_1_1_0_1,1,0.8797333333333334,0.0009886129452700764,0.3684210526315789,15.041233134697029
1_1_1_1_1_0,1,0.12026666666666667,0.0009886129452700645,0.7894736842105263,10.171201486931933
