states,flag,Avg0,SD0,frust0,time
'1101100',0,0.0005,2.1602468994692865e-5,0.307616739134216,1000.0
'0110110',0,0.02531333333333333,0.00045205702688439175,0.2604861937105321,1000.0
'1110010',0,0.0171,0.00043042614542644544,0.28918903497589693,1000.0
'0001110',0,0.017116666666666665,0.0003408160142298993,0.28790344023129055,1000.0
'0110111',0,0.011536666666666667,0.00028592928418676394,0.3035071847512473,1000.0
'1001101',0,0.00116,0.000147648230602334,0.3014596052685802,1000.0
'1100100',0,0.03447,0.0006719126927411509,0.2673927841152804,1000.0
'0011011',0,0.03490666666666667,0.00048320688000988665,0.2673927841152804,1000.0
'0100010',0,0.0008233333333333334,2.494438257849292e-5,0.3354409759994103,1000.0
'1100010',0,0.017893333333333334,0.00027194770739161434,0.26739977675080584,1000.0
'0001011',0,0.018206666666666666,0.0002007209228976606,0.27797231477250356,1000.0
'0011111',0,0.022646666666666666,0.00041427312515081446,0.29700916702587116,1000.0
'1011001',0,0.014356666666666665,0.0005073022329495066,0.2788590739836662,1000.0
'1101001',0,0.03025333333333333,0.0002583709650010144,0.2629839067488089,1000.0
'0010110',0,0.03033,0.00014988884770611387,0.2629839067488089,1000.0
'1001010',0,0.019586666666666665,0.0005053271767434989,0.25881243225039036,1000.0
'1011000',0,0.013523333333333333,9.568466729604867e-5,0.2832674128799561,1000.0
'1100001',0,0.030553333333333335,0.00014383632673594345,0.25431974788733813,1000.0
'0111010',0,0.002346666666666667,4.027681991198201e-5,0.29641275893033026,1000.0
'0001010',0,0.007706666666666667,0.00010624918300339475,0.2963284333857866,1000.0
'0011110',0,0.03106333333333333,0.0006053832578531451,0.25431974788733813,1000.0
'0011001',0,0.016,0.000387900330841141,0.2595929897024858,1000.0
'1011010',0,0.012946666666666667,0.00028686039965266876,0.265390878404663,1000.0
'1101010',0,0.010546666666666668,0.0005430981085914001,0.2793512680917383,1000.0
'0110101',0,0.019453333333333333,0.00037721199462489185,0.25881243225039036,1000.0
'0001101',0,0.01712666666666667,0.00023342855200015532,0.28918903497589693,1000.0
'1100101',0,0.04592333333333334,0.0005201495511442412,0.24713625058413824,1000.0
'1110101',0,0.007360000000000001,0.00011575836902790235,0.2963284333857866,1000.0
'1100110',0,0.01609333333333333,0.0002288133640230727,0.2595929897024858,1000.0
'0011010',0,0.04605666666666666,0.0004142731251508131,0.24713625058413824,1000.0
'0010111',0,0.030756666666666668,0.000150628313702601,0.26398743797395124,1000.0
'0001111',0,0.022250000000000002,0.0007257180352359079,0.29198020722539836,1000.0
'1101000',0,0.030083333333333333,0.00022365648262955083,0.26398743797395124,1000.0
'0100101',0,0.012813333333333335,0.00018803073034893953,0.265390878404663,1000.0
'1110100',0,0.018203333333333332,0.0003156298817004212,0.27797231477250356,1000.0
'0100110',0,0.014266666666666665,0.0003633486235314815,0.2788590739836662,1000.0
'1110000',0,0.02233,0.00015577761927397174,0.29198020722539836,1000.0
'1000111',0,0.00598,0.0001122497216032183,0.2997944329939367,1000.0
'0100111',0,0.01294,0.00021648710508172657,0.2832674128799561,1000.0
'1100111',0,0.005260000000000001,0.0002779688231918585,0.31057650726638864,1000.0
'0000111',0,0.014506666666666666,0.00014727148022916387,0.2884028440040854,1000.0
'0011101',0,0.017246666666666664,0.0002569478978746912,0.26739977675080584,1000.0
'0101001',0,0.002433333333333333,3.299831645537212e-5,0.28357094602696836,1000.0
'0110100',0,0.010486666666666667,0.00010402991022884808,0.2870314923047202,1000.0
'1100000',0,0.02254666666666667,0.0002594010194445838,0.29700916702587116,1000.0
'1110001',0,0.017626666666666665,0.00010077477638554004,0.28790344023129055,1000.0
