states,flag,init,Avg0,SD0,frust0,time
'010',1,'000',0.0415,0.001594260539142414,0.3333333333333333,2.0
'001',1,'100',0.015416666666666667,0.0013591255358583415,0.3333333333333333,2.0
'011',1,'010',0.041833333333333333,0.0016499158227686092,0.3333333333333333,2.0
'010',1,'110',0.041833333333333333,0.002786375582883414,0.3333333333333333,2.0
'101',1,'111',0.04075,0.00274620950888068,0.3333333333333333,2.0
'110',1,'010',0.043333333333333335,0.0006561673228343162,0.3333333333333333,2.0
'100',1,'110',0.042416666666666665,0.001359125535858339,0.3333333333333333,2.0
'100',1,'101',0.04225,0.0007359800721939856,0.3333333333333333,2.0
'001',1,'101',0.042833333333333334,0.002600747755721205,0.3333333333333333,2.0
'110',1,'100',0.041916666666666665,0.001359125535858339,0.3333333333333333,2.0
'101',1,'101',0.01325,0.0008897565210026097,0.3333333333333333,2.0
'011',1,'111',0.03908333333333334,0.0029744280495957905,0.3333333333333333,2.0
'010',1,'011',0.04158333333333333,0.00490039680932972,0.3333333333333333,2.0
'011',1,'001',0.04008333333333333,0.0007168604389202196,0.3333333333333333,2.0
'001',1,'000',0.04075,0.0020716338157760078,0.3333333333333333,2.0
'101',1,'011',0.014083333333333331,0.001852175897574406,0.3333333333333333,2.0
'001',1,'011',0.03908333333333333,0.0006561673228343182,0.3333333333333333,2.0
'100',1,'000',0.03958333333333333,0.004674101220793385,0.3333333333333333,2.0
'110',1,'111',0.041833333333333333,0.0020548046676563242,0.3333333333333333,2.0
'101',1,'001',0.0415,0.0013385315336840828,0.3333333333333333,2.0
'101',1,'110',0.013166666666666667,0.0007168604389202188,0.3333333333333333,2.0
'001',1,'001',0.012916666666666667,0.0017118865486811779,0.3333333333333333,2.0
'010',1,'001',0.013916666666666666,0.0007728015412913086,0.3333333333333333,2.0
'011',1,'011',0.01575,0.001428869016623521,0.3333333333333333,2.0
'100',1,'100',0.014499999999999999,0.0010801234497346435,0.3333333333333333,2.0
'101',1,'100',0.043583333333333335,0.005370961014774008,0.3333333333333333,2.0
'001',1,'010',0.013333333333333334,0.0008498365855987976,0.3333333333333333,2.0
'100',1,'001',0.0135,0.0012416387021459453,0.3333333333333333,2.0
'100',1,'010',0.015,0.001968501968502953,0.3333333333333333,2.0
'011',1,'110',0.014583333333333332,0.002383391607679181,0.3333333333333333,2.0
'010',1,'100',0.014833333333333332,0.0006561673228343174,0.3333333333333333,2.0
'110',1,'101',0.014583333333333332,0.001389444333377756,0.3333333333333333,2.0
'011',1,'101',0.01325,0.0011365151414154877,0.3333333333333333,2.0
'110',1,'110',0.012916666666666667,0.0010069204977995478,0.3333333333333333,2.0
'010',1,'010',0.014333333333333335,0.00023570226039551604,0.3333333333333333,2.0
'110',1,'011',0.014916666666666667,0.002452323161593693,0.3333333333333333,2.0
