states,flag,init,Avg0,SD0,frust0,time
'01011100',1,'00011101',0.0007314814814814815,6.928995160692483e-5,0.5,2.931849453001225
'10011010',1,'10011010',0.0027037037037037034,0.00027342264926358164,0.5,2.945949784238875
'00011101',1,'01001101',0.0007314814814814814,0.00011638708416644941,0.5,2.940414706745338
'11001100',1,'11001100',0.0026759259259259258,0.0001819155805961898,0.5,2.885178814343399
'11110000',1,'10110001',0.0008518518518518519,0.00015101394842870452,0.5,2.9737790023593145
'10101010',1,'10001011',0.0008148148148148148,0.0002508558737804457,0.5,2.943195263111019
'00101110',1,'00101110',0.0026111111111111114,0.00012001371663718261,0.5,3.011180124223602
'01001101',1,'01001011',0.0006296296296296296,7.965115988002434e-5,0.5,2.9696888129381063
'10011010',1,'00011011',0.0005925925925925926,0.0001163870841664494,0.5,2.945949784238875
'11110000',1,'10110010',0.0006481481481481481,8.586683792125653e-5,0.5,2.9737790023593145
'11100100',1,'10100110',0.0006944444444444445,2.268046058132572e-5,0.5,3.027734521517381
'00010111',1,'00011011',0.000712962962962963,3.4644975803462436e-5,0.5,2.9773876879876795
'00010111',1,'10010011',0.0007407407407407407,6.547285010986552e-5,0.5,2.9773876879876795
'00010111',1,'00110101',0.0005833333333333334,0.00010393492741038725,0.5,2.9773876879876795
'10101001',1,'10001011',0.0006944444444444445,3.928371006591933e-5,0.5,2.9771997763369242
'11000011',1,'11000101',0.0008518518518518519,3.4644975803462436e-5,0.5,2.97046465749747
'01000111',1,'00010111',0.0007499999999999999,0.00011785113019775792,0.5,2.9132634269601225
'00101011',1,'10101001',0.000685185185185185,4.721314364437763e-5,0.5,2.932709096029287
'01001011',1,'00011011',0.0008611111111111111,6.000685831859132e-5,0.5,2.9667407860566155
'00011011',1,'11111111',0.00021296296296296295,4.7213143644377646e-5,0.5,2.993020833715789
'11000011',1,'11010010',0.0007499999999999999,6.00068583185913e-5,0.5,2.97046465749747
'10101100',1,'10101001',0.0007314814814814815,0.0001071836750258354,0.5,2.9721774306355404
'10001011',1,'00011011',0.0006759259259259258,4.721314364437763e-5,0.5,2.9803496686332687
'01101010',1,'01001011',0.0006203703703703704,7.290748031492416e-5,0.5,2.9366945700064533
'01011100',1,'01011100',0.002685185185185185,0.00032420632222243705,0.5,2.931849453001225
'01010101',1,'10010101',0.0008703703703703704,3.4644975803462395e-5,0.5,2.935277852509491
'01100011',1,'00110011',0.0008425925925925927,0.00019815680147252496,0.5,2.9319478716658876
'00100111',1,'00100111',0.00262037037037037,0.0002403843515879105,0.5,2.9437683119224705
'10110001',1,'00000000',0.00016666666666666666,4.5360921162651446e-5,0.5,3.0264921015428112
'01110100',1,'01100110',0.0006759259259259258,0.00015930231976004865,0.5,2.9584009219879555
'00100111',1,'00101011',0.0005648148148148148,0.00011188005531106083,0.5,2.9437683119224705
'00011011',1,'00010111',0.0007037037037037037,7.290748031492417e-5,0.5,2.993020833715789
'01110010',1,'01110010',0.002574074074074074,0.00015101394842870458,0.5,2.9758667845909295
'00111010',1,'00111010',0.0026759259259259258,0.00013857990321384974,0.5,2.9873889418411994
'01111000',1,'01111000',0.0028703703703703703,0.00020579732195271177,0.5,2.9595641813383753
'11100010',1,'10100110',0.0006018518518518518,5.2378280087892447e-5,0.5,2.9456737811257585
'01001011',1,'01100011',0.0009074074074074074,5.23782800878924e-5,0.5,2.9667407860566155
'00011110',1,'00001111',0.0006296296296296296,0.00010227186127025242,0.5,2.9340930070341837
'11000110',1,'11100100',0.0008425925925925926,0.0001047565601757848,0.5,2.9443014112613906
'00111001',1,'00101101',0.0006666666666666666,4.536092116265144e-5,0.5,2.935178761808879
'10110100',1,'10110100',0.0030462962962962956,8.586683792125653e-5,0.5,2.905623742567179
'00111001',1,'00101011',0.000787037037037037,9.166199015381174e-5,0.5,2.935178761808879
'01101001',1,'01101001',0.0030555555555555557,2.2680460581325764e-5,0.5,2.952848927574733
'11000011',1,'11000011',0.002777777777777778,0.00018002057495577386,0.5,2.97046465749747
'10100011',1,'10101001',0.0008425925925925926,4.721314364437767e-5,0.5,2.903907721280603
'00001111',1,'00011011',0.0006388888888888889,0.0001800205749557739,0.5,3.001562943552193
'10011010',1,'01011010',0.0007962962962962962,6.928995160692487e-5,0.5,2.945949784238875
'00110110',1,'00111100',0.0005925925925925926,9.442628728875527e-5,0.5,2.9654869663318237
'01100011',1,'11000011',0.000824074074074074,3.464497580346244e-5,0.5,2.9319478716658876
'01110001',1,'01111000',0.000787037037037037,2.6189140043946196e-5,0.5,2.982706247439086
'00100111',1,'00001111',0.0006666666666666666,6.804138174397716e-5,0.5,2.9437683119224705
'10101001',1,'10100011',0.0007592592592592593,0.00018191558059618983,0.5,2.9771997763369242
'00001111',1,'01001101',0.0006851851851851853,7.965115988002429e-5,0.5,3.001562943552193
'10101001',1,'01101001',0.0007777777777777778,0.00013608276348795435,0.5,2.9771997763369242
'00110110',1,'00110110',0.0028333333333333335,0.0002749859704614352,0.5,2.9654869663318237
'11010100',1,'11010100',0.0028333333333333335,3.9283710065919274e-5,0.5,2.988480569168851
'00110101',1,'01100101',0.0006944444444444445,8.177556357710966e-5,0.5,2.9667170998463015
