states,flag,Avg0,SD0,frust0,time
'0101',1,0.06354166666666666,0.002584677069878473,0.25,2.0
'1010',1,0.06120833333333333,0.0019320038532282702,0.25,2.0
'0010',1,0.07620833333333334,0.0018408935028645453,0.375,2.0
'1011',1,0.07833333333333332,0.002483976426798149,0.375,2.0
'1000',1,0.078625,0.0002041241452319317,0.375,2.0
'1100',1,0.063375,0.0024937421679075028,0.25,2.0
'0111',1,0.07933333333333334,0.0016276687487187188,0.375,2.0
'0100',1,0.07645833333333334,0.0031463161881088134,0.375,2.0
'1101',1,0.078125,0.0020640776794168076,0.375,2.0
'0110',1,0.06145833333333334,0.0024523231615936926,0.25,2.0
'1110',1,0.07841666666666668,0.0015046225071056506,0.375,2.0
'0001',1,0.07870833333333334,0.0026562295750848734,0.375,2.0
'1001',1,0.065125,0.0021505813167606584,0.25,2.0
'0011',1,0.06108333333333333,0.0012304019216861177,0.25,2.0
