states,flag,init,Avg0,SD0,frust0,time
'0001',1,'1001',0.016333333333333335,0.0006481812160876691,0.375,2.0
'1110',1,'0111',0.003833333333333333,0.0006640573937712177,0.375,2.0
'1100',1,'1110',0.016083333333333335,0.0010069204977995485,0.25,2.0
'0011',1,'0111',0.01475,0.0012747548783981967,0.25,2.0
'1001',1,'1000',0.01525,0.0002700308624336611,0.25,2.0
'1100',1,'1000',0.016958333333333336,0.0011288514320120053,0.25,2.0
'0011',1,'1011',0.015583333333333333,0.0012472191289246476,0.25,2.0
'1000',1,'1010',0.016125,0.00044487826050130505,0.375,2.0
'1110',1,'1111',0.016541666666666666,0.0010817295821455972,0.375,2.0
'1101',1,'1100',0.015916666666666666,0.0005137011669140818,0.375,2.0
'0010',1,'0000',0.016,0.0009071475440448858,0.375,2.0
'1000',1,'0000',0.016583333333333335,0.0005980291706003057,0.375,2.0
'1100',1,'0100',0.014958333333333332,0.0016148185312563424,0.25,2.0
'0010',1,'0011',0.015375,0.002109008455807293,0.375,2.0
'1011',1,'0011',0.015833333333333335,0.0013705736836165429,0.375,2.0
'1010',1,'1000',0.016583333333333335,0.0006481812160876691,0.25,2.0
'0111',1,'0101',0.015791666666666666,0.00042491829279939913,0.375,2.0
'1010',1,'1011',0.015291666666666667,0.0006795627679291711,0.25,2.0
'0100',1,'1100',0.015208333333333332,0.000868027777333319,0.375,2.0
'1011',1,'1001',0.014833333333333332,0.0013931877914417077,0.375,2.0
'0111',1,'1101',0.003708333333333333,0.00011785113019775783,0.375,2.0
'0010',1,'0001',0.00325,0.00046770717334674255,0.375,2.0
'0011',1,'0010',0.0155,0.0012032940898494713,0.25,2.0
'1000',1,'1100',0.014291666666666668,0.00023570226039551604,0.375,2.0
'1011',1,'1011',0.004125,0.0003535533905932737,0.375,2.0
'1001',1,'1011',0.016625,0.0012788341044352336,0.25,2.0
'0100',1,'0000',0.014208333333333331,0.0008498365855987974,0.375,2.0
'0111',1,'0011',0.016708333333333335,0.001174083566967114,0.375,2.0
'0110',1,'0010',0.014791666666666667,0.00038640077064565386,0.25,2.0
'0110',1,'1110',0.015583333333333333,0.001234627699169088,0.25,2.0
'1110',1,'1101',0.003708333333333333,0.0004823265376162596,0.375,2.0
'0001',1,'0000',0.01625,0.000620819351072973,0.375,2.0
'0101',1,'1101',0.016291666666666666,0.0014445779852799768,0.25,2.0
'1101',1,'0101',0.016208333333333335,0.0014300835251442087,0.375,2.0
'1110',1,'0110',0.015375,0.0002041241452319317,0.375,2.0
'0001',1,'0101',0.013458333333333334,0.002141682879316066,0.375,2.0
'0010',1,'0110',0.016125,0.0009842509842514773,0.375,2.0
'1110',1,'1100',0.015208333333333332,0.0012679270045585786,0.375,2.0
'0111',1,'1111',0.015125,0.0015103807466993221,0.375,2.0
'0011',1,'0001',0.01525,0.000637377439199098,0.25,2.0
'0001',1,'0100',0.003416666666666667,0.00042491829279939875,0.375,2.0
'0110',1,'0111',0.015291666666666667,0.0012304019216861173,0.25,2.0
'1001',1,'0001',0.015791666666666666,0.0015046225071056482,0.25,2.0
'1101',1,'1110',0.004083333333333334,0.0005034602488997739,0.375,2.0
'1101',1,'1111',0.015958333333333335,0.0007168604389202196,0.375,2.0
'1011',1,'1110',0.003041666666666667,0.0007660323462854265,0.375,2.0
'0010',1,'1000',0.0031250000000000006,0.0002700308624336609,0.375,2.0
'0010',1,'1010',0.014958333333333332,0.0006561673228343174,0.375,2.0
'0101',1,'0111',0.015,0.0008838834764831844,0.25,2.0
'1010',1,'1110',0.014124999999999999,0.0008100925873009827,0.25,2.0
'0101',1,'0100',0.016,0.0008897565210026101,0.25,2.0
'1110',1,'1010',0.015583333333333333,0.0003280836614171591,0.375,2.0
'0100',1,'0110',0.014458333333333332,0.0009483172230617536,0.375,2.0
'1011',1,'1010',0.015166666666666667,0.000580349511549338,0.375,2.0
'0111',1,'0110',0.01625,0.001254159745274368,0.375,2.0
'1010',1,'0010',0.015208333333333332,0.0015690141986468948,0.25,2.0
'0010',1,'0100',0.003916666666666666,0.00015590239111558103,0.375,2.0
'1011',1,'1111',0.017541666666666667,0.0021024126352571434,0.375,2.0
'1000',1,'0001',0.0035,0.0005682575707077442,0.375,2.0
'0110',1,'0100',0.015791666666666666,0.00042491829279939913,0.25,2.0
'1001',1,'1101',0.017458333333333336,0.0008249579113843046,0.25,2.0
'1011',1,'0111',0.003875,0.00044487826050130445,0.375,2.0
'1100',1,'1101',0.015375,0.0014469796128487786,0.25,2.0
'1000',1,'1001',0.016583333333333335,0.001006920497799547,0.375,2.0
'0100',1,'1000',0.004083333333333334,0.0004714045207910317,0.375,2.0
'0100',1,'0101',0.016916666666666667,0.001393187791441707,0.375,2.0
'1101',1,'1001',0.014374999999999999,0.00030618621784789685,0.375,2.0
'0111',1,'1110',0.003541666666666667,5.892556509887901e-5,0.375,2.0
'0100',1,'0100',0.0036666666666666666,0.00032808366141715885,0.375,2.0
'1000',1,'0100',0.003208333333333334,0.00021245914639969935,0.375,2.0
'0001',1,'0010',0.004708333333333334,0.0003584302194601094,0.375,2.0
'1110',1,'1011',0.003958333333333334,0.0003280836614171589,0.375,2.0
'1000',1,'1000',0.004208333333333334,0.00021245914639969916,0.375,2.0
'0001',1,'1000',0.004,0.0005400617248673218,0.375,2.0
'0010',1,'0010',0.0034583333333333337,0.0003584302194601094,0.375,2.0
'1011',1,'1101',0.003916666666666666,0.0007240894665409486,0.375,2.0
'1000',1,'0010',0.004125,0.00027003086243366066,0.375,2.0
'0001',1,'0011',0.017083333333333336,0.0013475801357330187,0.375,2.0
'1101',1,'0111',0.003416666666666667,5.892556509887901e-5,0.375,2.0
'0111',1,'0111',0.00325,0.0007359800721939873,0.375,2.0
'0101',1,'0001',0.01625,0.0002700308624336611,0.25,2.0
'1101',1,'1011',0.0037916666666666667,0.0007240894665409486,0.375,2.0
'0100',1,'0001',0.0040416666666666665,0.00041247895569215256,0.375,2.0
'0111',1,'1011',0.004958333333333333,0.0005621140651346682,0.375,2.0
'0001',1,'0001',0.003458333333333333,0.0003280836614171588,0.375,2.0
'0100',1,'0010',0.003875,0.000770551750371122,0.375,2.0
'1101',1,'1101',0.0043749999999999995,0.0005400617248673215,0.375,2.0
'1110',1,'1110',0.004208333333333334,0.0006236095644623236,0.375,2.0
