states,flag,Avg0,SD0,frust0,time
'11001',0,0.05163636363636364,0.0015710886541594822,0.52,1000.0
'01010',0,0.05178787878787879,0.001986640412495004,0.52,1000.0
'10010',0,0.05281818181818182,0.0010934314274344684,0.52,1000.0
'00011',0,0.05057575757575757,0.0007323058165814889,0.52,1000.0
'01001',0,0.04845454545454545,0.0013132090109103304,0.52,1000.0
'10011',0,0.04963636363636364,0.0031596631267241386,0.52,1000.0
'11010',0,0.051333333333333335,0.0011142288673242553,0.52,1000.0
'10100',0,0.04978787878787879,0.0002267671143499352,0.52,1000.0
'00101',0,0.04915151515151515,0.0009428090415820641,0.52,1000.0
'01101',0,0.04987878787878788,0.001455176630732481,0.52,1000.0
'11100',0,0.04778787878787879,0.0029878849345317546,0.52,1000.0
'00111',0,0.04924242424242425,0.0015751747173778211,0.52,1000.0
'01100',0,0.05057575757575758,0.0040556278846840274,0.52,1000.0
'01011',0,0.04987878787878788,0.003340488188974708,0.52,1000.0
'10110',0,0.04981818181818182,0.0020690557594074625,0.52,1000.0
'10101',0,0.04993939393939393,0.001451385456342791,0.52,1000.0
'00110',0,0.0493030303030303,0.001863574771093552,0.52,1000.0
'10001',0,0.050272727272727274,0.0015867912074649744,0.52,1000.0
'01110',0,0.04990909090909091,0.001993101048776405,0.52,1000.0
'11000',0,0.048212121212121206,0.0021285587065255694,0.52,1000.0
