states,flag,init,Avg0,SD0,frust0,time
'100',1,'000',0.04008333333333333,0.0026562295750848708,0.2222222222222222,2.0
'001',1,'100',0.013916666666666667,0.001852175897574406,0.2222222222222222,2.0
'011',1,'111',0.043666666666666666,0.004700768258723486,0.2222222222222222,2.0
'110',1,'111',0.04275,0.0023540744819709213,0.2222222222222222,2.0
'011',1,'001',0.041,0.0025495097567963913,0.2222222222222222,2.0
'101',1,'001',0.03708333333333333,0.0007728015412913093,0.2222222222222222,2.0
'010',1,'000',0.04508333333333333,0.0017360555546666397,0.2222222222222222,2.0
'011',1,'011',0.015833333333333335,0.001759892673495239,0.2222222222222222,2.0
'100',1,'001',0.014666666666666666,0.0006561673228343174,0.2222222222222222,2.0
'001',1,'010',0.012833333333333334,0.002519369409638496,0.2222222222222222,2.0
'110',1,'011',0.015083333333333332,0.0018521758975744056,0.2222222222222222,2.0
'110',1,'101',0.01625,0.0008897565210026101,0.2222222222222222,2.0
'010',1,'011',0.04541666666666666,0.0028161242081192993,0.2222222222222222,2.0
'001',1,'000',0.03875,0.0036742346141747646,0.2222222222222222,2.0
'101',1,'111',0.04066666666666666,0.0018521758975744073,0.2222222222222222,2.0
'101',1,'100',0.0405,0.0022079402165819605,0.2222222222222222,2.0
'010',1,'110',0.041833333333333333,0.003653385036130496,0.2222222222222222,2.0
'001',1,'011',0.037333333333333336,0.00239211668240122,0.2222222222222222,2.0
'100',1,'110',0.044000000000000004,0.002508319490548734,0.2222222222222222,2.0
'011',1,'010',0.043833333333333335,0.0031644729243412535,0.2222222222222222,2.0
'110',1,'010',0.03916666666666666,0.0015855247992033721,0.2222222222222222,2.0
'001',1,'101',0.039,0.002406588179698944,0.2222222222222222,2.0
'100',1,'101',0.043250000000000004,0.001767766952966367,0.2222222222222222,2.0
'010',1,'100',0.014666666666666666,0.0023658449277630645,0.2222222222222222,2.0
'110',1,'100',0.04133333333333333,0.0041899350299921785,0.2222222222222222,2.0
'110',1,'110',0.013166666666666665,0.001649915822768611,0.2222222222222222,2.0
'101',1,'101',0.013333333333333334,0.0027863755828834154,0.2222222222222222,2.0
'100',1,'010',0.01475,0.0018708286933869715,0.2222222222222222,2.0
'101',1,'011',0.015583333333333333,0.0005137011669140818,0.2222222222222222,2.0
'010',1,'010',0.013666666666666666,0.0011606990230986762,0.2222222222222222,2.0
'001',1,'001',0.012916666666666667,0.002054804667656325,0.2222222222222222,2.0
'011',1,'101',0.013166666666666667,0.0008498365855987974,0.2222222222222222,2.0
'101',1,'110',0.014249999999999999,0.0007359800721939871,0.2222222222222222,2.0
'100',1,'100',0.014249999999999999,0.0009354143466934855,0.2222222222222222,2.0
'011',1,'110',0.0135,0.0026536138880151098,0.2222222222222222,2.0
'010',1,'001',0.013416666666666665,0.001699673171197595,0.2222222222222222,2.0
