states,flag,init,Avg0,SD0,frust0,time
'00111011',1,'10101011',9.420289855072465e-5,1.355672966222443e-5,0.40625,2.2404203761654884
'10001100',1,'10001110',0.0007318840579710145,8.052938685106109e-5,0.40625,2.2058876492923662
'11001110',1,'01001110',0.0006992753623188405,4.19414380535878e-5,0.40625,2.2495234126946992
'01001100',1,'01101100',0.0007572463768115942,5.349573572548333e-5,0.40625,2.2419718374712354
'00101001',1,'10101001',0.0006775362318840579,3.69494167651651e-5,0.40625,2.2213192142332066
'00111000',1,'01111000',0.0005942028985507245,9.489710763557097e-5,0.40625,2.246547296381094
'11010011',1,'11011001',9.057971014492754e-5,1.0247924365022433e-5,0.40625,2.2403347780299736
'11011001',1,'10011001',0.0006159420289855072,4.466966668818101e-5,0.40625,2.256623399156114
'01110100',1,'01100100',0.0006376811594202899,4.554277206513235e-5,0.375,2.0
'10010110',1,'10010111',0.0006594202898550725,3.1167845170444306e-5,0.375,2.0
'11000001',1,'11000011',0.0007210144927536232,2.8529014036274653e-5,0.40625,2.2276339632181883
'11101010',1,'11101000',0.0006304347826086957,5.324977701702565e-5,0.40625,2.2099187024692744
'01110010',1,'11110010',0.0006884057971014492,1.8474708382582556e-5,0.375,2.0
'11010101',1,'01010101',0.0006521739130434783,6.931567561488768e-5,0.40625,2.2243479312116543
'11010010',1,'11010000',0.000782608695652174,5.542412514774765e-5,0.375,2.0
'00011110',1,'10011110',0.0007318840579710145,4.1941438053587765e-5,0.375,2.0
'01111010',1,'01011010',0.0007644927536231885,5.200253657393958e-5,0.40625,2.2640314514485107
'10110000',1,'11110000',0.000713768115942029,4.377915207824119e-5,0.40625,2.2344428631092756
'01000110',1,'01100110',0.0006268115942028986,7.95452840583339e-5,0.40625,2.2733789741224943
'11110001',1,'11100001',0.0006992753623188405,7.548067628985386e-5,0.40625,2.2385333410148576
'11111000',1,'11110000',0.0006557971014492754,1.3556729662224429e-5,0.40625,2.231927139716666
'00101010',1,'01101010',0.0006485507246376811,4.377915207824119e-5,0.40625,2.245656523281377
'10100100',1,'11100100',0.0007246376811594203,0.00010209422321453167,0.40625,2.2206062707691223
'00101101',1,'00001101',0.0007463768115942029,0.00010845383729779539,0.375,2.0
'01011011',1,'01011010',0.0006630434782608696,4.696188911889752e-5,0.40625,2.230212543089959
'01010010',1,'01010011',0.0006630434782608696,7.737013226109647e-5,0.40625,2.2298047518231003
'01101001',1,'01100001',0.0006702898550724638,5.9092414602536564e-5,0.375,2.0
'01001011',1,'01000011',0.000648550724637681,9.775896784950751e-5,0.375,2.0
'11001010',1,'11101010',0.0007608695652173914,0.0001325314576679122,0.375,2.0
'11000100',1,'11001100',0.0007499999999999999,6.399826714730321e-5,0.40625,2.24527280332614
'10110110',1,'00110110',0.0006557971014492754,5.9092414602536537e-5,0.40625,2.212433956538003
