states,flag,Avg0,SD0,frust0,time
'10000001',1,0.8172433333333333,0.0012323509601119482,0.6976744186046512,16.58458521361039
'01110011',1,0.01201,0.00013490737563232058,0.8372093023255814,2.370902588172456
'00110111',1,0.01201,8.164965809276928e-6,0.8372093023255814,2.386898125506738
'01111001',1,0.0122,0.0004581120678029192,0.8372093023255814,2.382230196166614
'00011111',1,0.01201,0.00010614455552060415,0.8372093023255814,2.3773073219406986
'01101101',1,0.012056666666666667,0.0002735365098523821,0.8372093023255814,2.421484822469861
'00111101',1,0.012343333333333333,0.0004394188080736748,0.8372093023255814,2.3761440148208766
'00111011',1,0.012070000000000003,0.0004196029869610874,0.8372093023255814,2.4162035470815457
'01011101',1,0.01219,0.00027434771124736356,0.8372093023255814,2.4023279953174335
'01010111',1,0.012173333333333333,0.00014290634073483994,0.8372093023255814,2.3962958515053834
'00101111',1,0.012196666666666666,0.0004502838610871543,0.8372093023255814,2.368722453986559
'01110101',1,0.012386666666666666,4.109609335312624e-5,0.8372093023255814,2.39399546311809
'01001111',1,0.012403333333333334,0.00018624953392931958,0.8372093023255814,2.42081973713706
'01100111',1,0.012053333333333333,0.0003835216928530758,0.8372093023255814,2.388376459347193
'01101011',1,0.012143333333333334,0.00022395436042987763,0.8372093023255814,2.396574566102638
'01011011',1,0.01251,0.0003406855832973659,0.8372093023255814,2.4046730449158114
