states,flag,Avg0,SD0,frust0,time
'100001',1,0.49935666666666667,0.0025915417976349457,0.6,8.08902266070689
'001111',1,0.04973666666666667,0.0009477810342525812,0.6,2.2638827213770907
'001101',1,0.04946666666666666,0.0006236095644623216,0.8,2.260790355463072
'000111',1,0.05015333333333333,0.000630678646820672,0.8,2.2556623802217395
'010101',1,0.05029,0.0006287023673143489,0.8,2.254903776823653
'010111',1,0.05007,0.0001593737745050929,0.6,2.2543458330404804
'001011',1,0.05028666666666667,0.0001791337179005913,0.8,2.2562696613943154
'011001',1,0.050260000000000006,0.00037264818081759923,0.8,2.2588242335506705
'011101',1,0.0504,0.0010933434958877272,0.6,2.2676208565786347
'011011',1,0.05056333333333333,0.000830756014456443,0.6,2.2703239007741383
'010011',1,0.049416666666666664,0.0004289781139198402,0.8,2.252708624609775
