states,flag,Avg0,SD0,frust0,time
'0010111',1,0.04429666666666667,0.0003417926596962278,0.8709677419354839,2.8530606351860492
'0100111',1,0.04449333333333333,0.000418436242322399,0.8709677419354839,2.8328057925490207
'1000001',1,0.5571933333333333,0.0004876018412142704,0.6451612903225806,10.934774232365896
'0001111',1,0.04468,0.0006184388948527322,0.8709677419354839,2.8465174292375672
'0110101',1,0.043973333333333336,0.0005204058245467881,0.8709677419354839,2.8609822939747502
'0111001',1,0.04366333333333333,0.00028802006102970565,0.8709677419354839,2.8523223017939316
'0011101',1,0.04442666666666667,0.0004202644669993189,0.8709677419354839,2.851958951582187
'0011011',1,0.043853333333333334,0.000830756014456443,0.8709677419354839,2.8403258630458077
'0101101',1,0.04392666666666667,0.00048623268321064357,0.8709677419354839,2.8465946636091712
'0101011',1,0.044890000000000006,0.0003073543015262126,0.8709677419354839,2.8383702274622613
'0110011',1,0.04460333333333333,0.0006489136220552701,0.8709677419354839,2.8143378435827553
