states,flag,Avg0,SD0,frust0,time
'11110010',1,0.0396,0.000686779925934552,0.16747707796793154,11.001339815303353
'01001110',1,0.08619333333333334,0.000248506650928213,0.14392155247090357,16.646742916872967
'10110001',1,0.08616333333333333,8.653836657164881e-5,0.14392155247090357,16.66041060299435
'10010101',1,0.049609999999999994,0.0005865719620529677,0.17118667676936863,13.284597873215658
'01001101',1,0.04001,0.00047102724620415066,0.15145680997227753,10.656866354426052
'00110011',1,0.021140000000000003,0.0006738446903157033,0.16576025793544927,5.889805747963043
'11100110',1,0.02095,0.000257293606605373,0.1681048036751408,9.591731585960924
'10100011',1,0.011586666666666667,0.0005511402322055212,0.1722823867605889,4.47724305189724
'10100110',1,0.012236666666666667,0.00024308206204672663,0.17747630019669736,4.051162762673447
'11100010',1,0.017863333333333332,0.00039203174474637654,0.16493097507051457,4.849824073950603
'00100111',1,0.04568,0.0009556498661469405,0.18402656575322657,11.916349115701186
'00011001',1,0.021393333333333334,0.0004825165512417397,0.1681048036751408,9.63654698760753
'01011100',1,0.01127,0.00012027745701779145,0.1722823867605889,4.479568143871364
'01101010',1,0.04986000000000001,0.0006807348970046999,0.17118667676936863,13.424508777463997
'00011101',1,0.018026666666666663,0.00014197026292697912,0.16493097507051457,4.858321468741438
'01100110',1,0.020953333333333334,0.0002269116323349,0.17546218028499083,8.092852091439699
'01101001',1,0.01951,0.00015748015748023728,0.17438233619220614,5.662738047789709
'10010110',1,0.020343333333333335,0.0002590152290674997,0.17438233619220614,5.672650942921525
'11011000',1,0.04481666666666667,0.00036003086287459297,0.18402656575322657,11.754348204501712
'10011001',1,0.021410000000000002,0.0004359663595584713,0.17546218028499083,8.184555530500367
'11010001',1,0.007396666666666667,0.00043759443425264114,0.20652724066956024,3.14272285987037
'11001100',1,0.021526666666666666,0.0004579179936286508,0.16576025793544927,5.892424222113117
'10110010',1,0.03937333333333334,0.0004556558155255153,0.15145680997227753,10.659688817693057
'00011011',1,0.021653333333333333,0.0006099362443913473,0.1709062794564895,6.3816669918875695
'11110001',1,0.011219999999999999,6.976149845485455e-5,0.17880968131920658,5.06353704283188
'00001110',1,0.01121,0.0003313608305156178,0.17880968131920658,5.183644708775398
'00101110',1,0.007476666666666666,7.760297817881878e-5,0.20652724066956024,3.215764471991859
'00101011',1,0.00966,0.0001964688270438848,0.19124477118616479,3.550062421707566
'01100101',1,0.008686666666666667,0.00016006942938057286,0.18935719344186835,3.8014155198940784
'11100001',1,0.018263333333333336,0.00021139746660943953,0.17277322326310668,5.956344076809052
'00001101',1,0.03971666666666667,0.0005174510175422922,0.16747707796793154,10.835207848364211
'11010100',1,0.009713333333333333,0.00011897712198383134,0.19124477118616479,3.4887396380205806
'11101000',1,0.022023333333333336,0.0002653718564999343,0.16522836595889032,7.475698404861032
'01011001',1,0.01254,0.0003731844941401867,0.17747630019669736,4.183444820728437
'01001100',1,0.007073333333333333,0.00012657891697365038,0.16255842018615588,2.5607340362153685
'00011110',1,0.017803333333333334,0.00011671427600007689,0.17277322326310668,6.035005300735487
'11100100',1,0.021743333333333333,0.0001391242450313947,0.1709062794564895,6.304722939054059
'00010111',1,0.021583333333333333,0.0004823783669370841,0.16522836595889032,7.616754063048712
'10010011',1,0.008873333333333332,0.0001774510887227486,0.182603948432876,3.2131061419904388
'10011010',1,0.00865,0.0002092844953645635,0.18935719344186835,3.845032324227622
'10110011',1,0.00654,0.00022992752481307385,0.16255842018615588,2.5214957931437136
'01101100',1,0.008656666666666667,3.3993463423952104e-5,0.182603948432876,3.2529631979930094
