sum,Avg0,SD0,file,Teams,Members
1,0.4983066666666665,0.0029082710554785003,Team3_11_7_6,3,8
2,0.5016933333333332,0.0015568487275984,Team3_11_7_6,3,8
0,0.0,0.0,Team3_11_7_6,3,8
3,0.0,0.0,Team3_11_7_6,3,8
1,0.4984166666666666,0.0024706517088906002,Team3_11_9_7,3,9
2,0.5015833333333332,0.0021078741093063,Team3_11_9_7,3,9
0,0.0,0.0,Team3_11_9_7,3,9
3,0.0,0.0,Team3_11_9_7,3,9
1,0.5002866666666665,0.0046170601880353,Team3_12_11_7,3,10
2,0.49971333333333323,0.0024550147991941,Team3_12_11_7,3,10
0,0.0,0.0,Team3_12_11_7,3,10
3,0.0,0.0,Team3_12_11_7,3,10
1,0.4991666666666666,0.0019055488671295,Team3_12_7_8,3,9
2,0.5008333333333332,0.0027211058464653,Team3_12_7_8,3,9
0,0.0,0.0,Team3_12_7_8,3,9
3,0.0,0.0,Team3_12_7_8,3,9
1,0.4990166666666666,0.0019326531161647001,Team3_12_9_9,3,10
2,0.5009833333333333,0.0015725238296432,Team3_12_9_9,3,10
0,0.0,0.0,Team3_12_9_9,3,10
3,0.0,0.0,Team3_12_9_9,3,10
1,0.4989499999999999,0.0022838569960696997,Team3_13_6_11,3,10
2,0.50105,0.0025641410244884,Team3_13_6_11,3,10
0,0.0,0.0,Team3_13_6_11,3,10
3,0.0,0.0,Team3_13_6_11,3,10
1,0.4995633333333333,0.0011563544247139,Team3_1_4_1,3,2
2,0.5004366666666668,0.0011563544247139,Team3_1_4_1,3,2
0,0.0,0.0,Team3_1_4_1,3,2
3,0.0,0.0,Team3_1_4_1,3,2
1,0.5008,0.000567861485458,Team3_2_1_3,3,2
2,0.4992,0.000567861485458,Team3_2_1_3,3,2
0,0.0,0.0,Team3_2_1_3,3,2
3,0.0,0.0,Team3_2_1_3,3,2
1,0.5002866666666667,0.000945527483589,Team3_2_3_1,3,2
2,0.4997133333333334,0.000945527483589,Team3_2_3_1,3,2
0,0.0,0.0,Team3_2_3_1,3,2
3,0.0,0.0,Team3_2_3_1,3,2
1,0.50006,0.0022930474628028,Team3_2_5_2,3,3
2,0.49994,0.0022930474628028,Team3_2_5_2,3,3
0,0.0,0.0,Team3_2_5_2,3,3
3,0.0,0.0,Team3_2_5_2,3,3
1,0.5010699999999999,0.0023721149032108002,Team3_2_5_5,3,4
2,0.4989299999999999,0.0022882192341562,Team3_2_5_5,3,4
0,0.0,0.0,Team3_2_5_5,3,4
3,0.0,0.0,Team3_2_5_5,3,4
1,0.4998933333333333,0.0005144792404839,Team3_3_1_2,3,2
2,0.5001066666666667,0.0005144792404838,Team3_3_1_2,3,2
0,0.0,0.0,Team3_3_1_2,3,2
3,0.0,0.0,Team3_3_1_2,3,2
1,0.5002433333333332,0.0025829263057039,Team3_3_2_4,3,3
2,0.4997566666666664,0.0029694089912489998,Team3_3_2_4,3,3
0,0.0,0.0,Team3_3_2_4,3,3
3,0.0,0.0,Team3_3_2_4,3,3
1,0.49906,0.0007284229540589,Team3_3_3_6,3,4
2,0.5009399999999999,0.0007284229540589,Team3_3_3_6,3,4
0,0.0,0.0,Team3_3_3_6,3,4
3,0.0,0.0,Team3_3_3_6,3,4
1,0.4993033333333332,0.0025970298980617,Team3_3_5_7,3,5
2,0.5006966666666666,0.0025111776819386,Team3_3_5_7,3,5
0,0.0,0.0,Team3_3_5_7,3,5
3,0.0,0.0,Team3_3_5_7,3,5
1,0.49929,0.0015801476724239,Team3_4_11_6,3,7
2,0.5007100000000001,0.0015801476724238,Team3_4_11_6,3,7
0,0.0,0.0,Team3_4_11_6,3,7
3,0.0,0.0,Team3_4_11_6,3,7
1,0.49871,0.0013275792506162,Team3_4_1_1,3,2
2,0.50129,0.0013275792506161,Team3_4_1_1,3,2
0,0.0,0.0,Team3_4_1_1,3,2
3,0.0,0.0,Team3_4_1_1,3,2
1,0.49880999999999986,0.0012408012982211998,Team3_4_2_3,3,3
2,0.5011899999999999,0.0040122954621821996,Team3_4_2_3,3,3
0,0.0,0.0,Team3_4_2_3,3,3
3,0.0,0.0,Team3_4_2_3,3,3
1,0.49948,0.0010022308449986,Team3_4_2_6,3,4
2,0.50052,0.0010022308449986,Team3_4_2_6,3,4
0,0.0,0.0,Team3_4_2_6,3,4
3,0.0,0.0,Team3_4_2_6,3,4
1,0.4996866666666666,0.0027925003068691003,Team3_4_3_2,3,3
2,0.5003133333333333,0.0017225830036031,Team3_4_3_2,3,3
0,0.0,0.0,Team3_4_3_2,3,3
3,0.0,0.0,Team3_4_3_2,3,3
1,0.4988399999999999,0.0013215076237292,Team3_4_4_7,3,5
2,0.5011599999999998,0.0019478102053706,Team3_4_4_7,3,5
0,0.0,0.0,Team3_4_4_7,3,5
3,0.0,0.0,Team3_4_4_7,3,5
1,0.4997866666666665,0.002815619452158,Team3_4_6_5,3,5
2,0.5002133333333332,0.0030145204197504,Team3_4_6_5,3,5
0,0.0,0.0,Team3_4_6_5,3,5
3,0.0,0.0,Team3_4_6_5,3,5
1,0.5008766666666665,0.0029880629900149,Team3_4_6_8,3,6
2,0.4991233333333333,0.0024562681258347998,Team3_4_6_8,3,6
0,0.0,0.0,Team3_4_6_8,3,6
3,0.0,0.0,Team3_4_6_8,3,6
1,0.5009466666666667,0.0027393301599331,Team3_4_8_6,3,6
2,0.49905333333333324,0.0029271577935981,Team3_4_8_6,3,6
0,0.0,0.0,Team3_4_8_6,3,6
3,0.0,0.0,Team3_4_8_6,3,6
1,0.5009666666666666,0.0036888495465103,Team3_5_2_5,3,4
2,0.4990333333333332,0.0024191080181915,Team3_5_2_5,3,4
0,0.0,0.0,Team3_5_2_5,3,4
3,0.0,0.0,Team3_5_2_5,3,4
1,0.4988666666666666,0.0032816812496326,Team3_5_5_8,3,6
2,0.5011333333333332,0.0016779949903021,Team3_5_5_8,3,6
0,0.0,0.0,Team3_5_5_8,3,6
3,0.0,0.0,Team3_5_5_8,3,6
1,0.5013233333333332,0.0024562617487529,Team3_6_10_11,3,9
2,0.4986766666666666,0.0013721639440908,Team3_6_10_11,3,9
0,0.0,0.0,Team3_6_10_11,3,9
3,0.0,0.0,Team3_6_10_11,3,9
1,0.5006233333333333,0.0005570358057512,Team3_6_12_6,3,8
2,0.4993766666666667,0.0005570358057511,Team3_6_12_6,3,8
0,0.0,0.0,Team3_6_12_6,3,8
3,0.0,0.0,Team3_6_12_6,3,8
1,0.5004866666666666,0.0010276618553244,Team3_6_6_12,3,8
2,0.4995133333333333,0.0010276618553244,Team3_6_6_12,3,8
0,0.0,0.0,Team3_6_6_12,3,8
3,0.0,0.0,Team3_6_6_12,3,8
1,0.5015466666666667,0.0018756213785184,Team3_6_9_3,3,6
2,0.4984533333333332,0.0018756213785184,Team3_6_9_3,3,6
0,0.0,0.0,Team3_6_9_3,3,6
3,0.0,0.0,Team3_6_9_3,3,6
1,0.49970333333333333,0.0030227336465724,Team3_7_10_7,3,8
2,0.5002966666666665,0.0018736455641246,Team3_7_10_7,3,8
0,0.0,0.0,Team3_7_10_7,3,8
3,0.0,0.0,Team3_7_10_7,3,8
1,0.4992133333333333,0.0008507382415029,Team3_7_1_4,3,4
2,0.5007866666666666,0.0008507382415029,Team3_7_1_4,3,4
0,0.0,0.0,Team3_7_1_4,3,4
3,0.0,0.0,Team3_7_1_4,3,4
1,0.49940666666666667,0.0031296240934196003,Team3_7_3_5,3,5
2,0.5005933333333332,0.0031649002920535003,Team3_7_3_5,3,5
0,0.0,0.0,Team3_7_3_5,3,5
3,0.0,0.0,Team3_7_3_5,3,5
1,0.5008166666666665,0.0029113378197189,Team3_7_5_9,3,7
2,0.4991833333333333,0.0033973887491241,Team3_7_5_9,3,7
0,0.0,0.0,Team3_7_5_9,3,7
3,0.0,0.0,Team3_7_5_9,3,7
1,0.4992433333333332,0.0007565896502648,Team3_8_10_6,3,8
2,0.5007566666666665,0.0020420308030914,Team3_8_10_6,3,8
0,0.0,0.0,Team3_8_10_6,3,8
3,0.0,0.0,Team3_8_10_6,3,8
1,0.4996333333333332,0.0024898094568117,Team3_8_5_8,3,7
2,0.5003666666666666,0.0031701499623901,Team3_8_5_8,3,7
0,0.0,0.0,Team3_8_5_8,3,7
3,0.0,0.0,Team3_8_5_8,3,7
1,0.5004866666666665,0.0031051801310391,Team3_8_6_7,3,7
2,0.4995133333333331,0.0033945470137245,Team3_8_6_7,3,7
0,0.0,0.0,Team3_8_6_7,3,7
3,0.0,0.0,Team3_8_6_7,3,7
1,0.5014933333333333,0.0028366335140582,Team3_8_7_12,3,9
2,0.49850666666666654,0.0021092357329529,Team3_8_7_12,3,9
0,0.0,0.0,Team3_8_7_12,3,9
3,0.0,0.0,Team3_8_7_12,3,9
1,0.5004166666666665,0.003917194819021,Team3_9_6_6,3,7
2,0.4995833333333333,0.0010792683890326,Team3_9_6_6,3,7
0,0.0,0.0,Team3_9_6_6,3,7
3,0.0,0.0,Team3_9_6_6,3,7
2,0.9999999999999998,0.004734907307513699,Team4_10_1_8_9,4,7
0,0.0,0.0,Team4_10_1_8_9,4,7
1,0.0,0.0,Team4_10_1_8_9,4,7
3,0.0,0.0,Team4_10_1_8_9,4,7
4,0.0,0.0,Team4_10_1_8_9,4,7
2,0.9999999999999999,0.0049093230140572,Team4_10_7_9_10,4,9
0,0.0,0.0,Team4_10_7_9_10,4,9
1,0.0,0.0,Team4_10_7_9_10,4,9
3,0.0,0.0,Team4_10_7_9_10,4,9
4,0.0,0.0,Team4_10_7_9_10,4,9
2,0.9999999999999998,0.0045382506164261,Team4_10_8_9_5,4,8
0,0.0,0.0,Team4_10_8_9_5,4,8
1,0.0,0.0,Team4_10_8_9_5,4,8
3,0.0,0.0,Team4_10_8_9_5,4,8
4,0.0,0.0,Team4_10_8_9_5,4,8
2,0.9999999999999998,0.0059702224521064,Team4_11_10_8_11,4,10
0,0.0,0.0,Team4_11_10_8_11,4,10
1,0.0,0.0,Team4_11_10_8_11,4,10
3,0.0,0.0,Team4_11_10_8_11,4,10
4,0.0,0.0,Team4_11_10_8_11,4,10
2,0.9999999999999998,0.0029223488062207,Team4_3_10_10_17,4,10
0,0.0,0.0,Team4_3_10_10_17,4,10
1,0.0,0.0,Team4_3_10_10_17,4,10
3,0.0,0.0,Team4_3_10_10_17,4,10
4,0.0,0.0,Team4_3_10_10_17,4,10
2,0.9999999999999998,0.004572452136316719,Team4_3_1_2_2,4,2
0,0.0,0.0,Team4_3_1_2_2,4,2
1,0.0,0.0,Team4_3_1_2_2,4,2
3,0.0,0.0,Team4_3_1_2_2,4,2
4,0.0,0.0,Team4_3_1_2_2,4,2
2,0.9999999999999998,0.0040505867870665,Team4_3_2_1_2,4,2
0,0.0,0.0,Team4_3_2_1_2,4,2
1,0.0,0.0,Team4_3_2_1_2,4,2
3,0.0,0.0,Team4_3_2_1_2,4,2
4,0.0,0.0,Team4_3_2_1_2,4,2
2,0.9999999999999998,0.0035275306430442017,Team4_3_4_2_3,4,3
0,0.0,0.0,Team4_3_4_2_3,4,3
1,0.0,0.0,Team4_3_4_2_3,4,3
3,0.0,0.0,Team4_3_4_2_3,4,3
4,0.0,0.0,Team4_3_4_2_3,4,3
1,0.15395,0.0003797367509209,Team4_3_5_2_2,4,3
2,0.6926633333333332,0.0041292254325877,Team4_3_5_2_2,4,3
3,0.1533866666666666,0.0008916775700267,Team4_3_5_2_2,4,3
0,0.0,0.0,Team4_3_5_2_2,4,3
4,0.0,0.0,Team4_3_5_2_2,4,3
2,0.9999999999999999,0.0041714944968288,Team4_3_6_7_4,4,5
0,0.0,0.0,Team4_3_6_7_4,4,5
1,0.0,0.0,Team4_3_6_7_4,4,5
3,0.0,0.0,Team4_3_6_7_4,4,5
4,0.0,0.0,Team4_3_6_7_4,4,5
2,0.9999999999999998,0.006102876133685,Team4_3_9_5_7,4,6
0,0.0,0.0,Team4_3_9_5_7,4,6
1,0.0,0.0,Team4_3_9_5_7,4,6
3,0.0,0.0,Team4_3_9_5_7,4,6
4,0.0,0.0,Team4_3_9_5_7,4,6
2,0.9999999999999998,0.0054367725746228,Team4_4_3_8_9,4,6
0,0.0,0.0,Team4_4_3_8_9,4,6
1,0.0,0.0,Team4_4_3_8_9,4,6
3,0.0,0.0,Team4_4_3_8_9,4,6
4,0.0,0.0,Team4_4_3_8_9,4,6
2,0.9999999999999997,0.004035550308953,Team4_4_7_9_8,4,7
0,0.0,0.0,Team4_4_7_9_8,4,7
1,0.0,0.0,Team4_4_7_9_8,4,7
3,0.0,0.0,Team4_4_7_9_8,4,7
4,0.0,0.0,Team4_4_7_9_8,4,7
2,0.9999999999999998,0.0050103413413766,Team4_5_3_6_2,4,4
0,0.0,0.0,Team4_5_3_6_2,4,4
1,0.0,0.0,Team4_5_3_6_2,4,4
3,0.0,0.0,Team4_5_3_6_2,4,4
4,0.0,0.0,Team4_5_3_6_2,4,4
2,0.9999999999999998,0.0057486668012897355,Team4_5_6_2_3,4,4
0,0.0,0.0,Team4_5_6_2_3,4,4
1,0.0,0.0,Team4_5_6_2_3,4,4
3,0.0,0.0,Team4_5_6_2_3,4,4
4,0.0,0.0,Team4_5_6_2_3,4,4
1,0.1138899999999999,0.0009719053451854,Team4_5_8_3_4,4,5
2,0.7713799999999998,0.004514754561528543,Team4_5_8_3_4,4,5
3,0.11473,0.0009413819628609,Team4_5_8_3_4,4,5
0,0.0,0.0,Team4_5_8_3_4,4,5
4,0.0,0.0,Team4_5_8_3_4,4,5
2,0.9999999999999999,0.0050946446262902,Team4_6_4_1_5,4,4
0,0.0,0.0,Team4_6_4_1_5,4,4
1,0.0,0.0,Team4_6_4_1_5,4,4
3,0.0,0.0,Team4_6_4_1_5,4,4
4,0.0,0.0,Team4_6_4_1_5,4,4
2,0.9999999999999998,0.0062147793951145,Team4_6_5_3_2,4,4
0,0.0,0.0,Team4_6_5_3_2,4,4
1,0.0,0.0,Team4_6_5_3_2,4,4
3,0.0,0.0,Team4_6_5_3_2,4,4
4,0.0,0.0,Team4_6_5_3_2,4,4
2,0.9999999999999999,0.0045089531212141,Team4_6_7_7_4,4,6
0,0.0,0.0,Team4_6_7_7_4,4,6
1,0.0,0.0,Team4_6_7_7_4,4,6
3,0.0,0.0,Team4_6_7_7_4,4,6
4,0.0,0.0,Team4_6_7_7_4,4,6
2,0.9999999999999999,0.0060168983336853,Team4_7_11_3_7,4,7
0,0.0,0.0,Team4_7_11_3_7,4,7
1,0.0,0.0,Team4_7_11_3_7,4,7
3,0.0,0.0,Team4_7_11_3_7,4,7
4,0.0,0.0,Team4_7_11_3_7,4,7
1,0.0933266666666666,0.0009142331334086,Team4_7_11_6_4,4,7
2,0.8146266666666664,0.0030318382354627,Team4_7_11_6_4,4,7
3,0.0920466666666666,0.000273780122645,Team4_7_11_6_4,4,7
0,0.0,0.0,Team4_7_11_6_4,4,7
4,0.0,0.0,Team4_7_11_6_4,4,7
2,0.9999999999999998,0.0052521137444881995,Team4_7_4_8_9,4,7
0,0.0,0.0,Team4_7_4_8_9,4,7
1,0.0,0.0,Team4_7_4_8_9,4,7
3,0.0,0.0,Team4_7_4_8_9,4,7
4,0.0,0.0,Team4_7_4_8_9,4,7
2,0.9999999999999999,0.004766254298508,Team4_7_8_3_2,4,5
0,0.0,0.0,Team4_7_8_3_2,4,5
1,0.0,0.0,Team4_7_8_3_2,4,5
3,0.0,0.0,Team4_7_8_3_2,4,5
4,0.0,0.0,Team4_7_8_3_2,4,5
2,0.9999999999999999,0.0044727110184309,Team4_8_10_4_10,4,8
0,0.0,0.0,Team4_8_10_4_10,4,8
1,0.0,0.0,Team4_8_10_4_10,4,8
3,0.0,0.0,Team4_8_10_4_10,4,8
4,0.0,0.0,Team4_8_10_4_10,4,8
2,0.5017899999999997,0.0064208527137872,Team5_11_10_11_8_10,5,10
3,0.4982099999999996,0.0052064707873993,Team5_11_10_11_8_10,5,10
0,0.0,0.0,Team5_11_10_11_8_10,5,10
1,0.0,0.0,Team5_11_10_11_8_10,5,10
4,0.0,0.0,Team5_11_10_11_8_10,5,10
5,0.0,0.0,Team5_11_10_11_8_10,5,10
2,0.4975166666666662,0.0048462933667173,Team5_11_12_8_9_10,5,10
3,0.502483333333333,0.0055166416664197,Team5_11_12_8_9_10,5,10
0,0.0,0.0,Team5_11_12_8_9_10,5,10
1,0.0,0.0,Team5_11_12_8_9_10,5,10
4,0.0,0.0,Team5_11_12_8_9_10,5,10
5,0.0,0.0,Team5_11_12_8_9_10,5,10
2,0.4994333333333332,0.0046009300117195,Team5_11_5_10_9_5,5,8
3,0.5005666666666665,0.0034838380535714,Team5_11_5_10_9_5,5,8
0,0.0,0.0,Team5_11_5_10_9_5,5,8
1,0.0,0.0,Team5_11_5_10_9_5,5,8
4,0.0,0.0,Team5_11_5_10_9_5,5,8
5,0.0,0.0,Team5_11_5_10_9_5,5,8
2,0.49969666666666657,0.0039423490769954,Team5_11_5_7_6_11,5,8
3,0.500303333333333,0.004459946166938,Team5_11_5_7_6_11,5,8
0,0.0,0.0,Team5_11_5_7_6_11,5,8
1,0.0,0.0,Team5_11_5_7_6_11,5,8
4,0.0,0.0,Team5_11_5_7_6_11,5,8
5,0.0,0.0,Team5_11_5_7_6_11,5,8
2,0.4993166666666664,0.0044870974911495574,Team5_5_5_7_6_7,5,6
3,0.500683333333333,0.006353326898034253,Team5_5_5_7_6_7,5,6
0,0.0,0.0,Team5_5_5_7_6_7,5,6
1,0.0,0.0,Team5_5_5_7_6_7,5,6
4,0.0,0.0,Team5_5_5_7_6_7,5,6
5,0.0,0.0,Team5_5_5_7_6_7,5,6
2,0.5017799999999997,0.0044392393007099,Team5_6_11_7_5_11,5,8
3,0.4982199999999998,0.0050692916599053995,Team5_6_11_7_5_11,5,8
0,0.0,0.0,Team5_6_11_7_5_11,5,8
1,0.0,0.0,Team5_6_11_7_5_11,5,8
4,0.0,0.0,Team5_6_11_7_5_11,5,8
5,0.0,0.0,Team5_6_11_7_5_11,5,8
2,0.5005433333333332,0.0027309724021362,Team5_6_4_3_6_1,5,4
3,0.4994566666666665,0.0025065234243648,Team5_6_4_3_6_1,5,4
0,0.0,0.0,Team5_6_4_3_6_1,5,4
1,0.0,0.0,Team5_6_4_3_6_1,5,4
4,0.0,0.0,Team5_6_4_3_6_1,5,4
5,0.0,0.0,Team5_6_4_3_6_1,5,4
2,0.4981099999999996,0.0059971462224348,Team5_6_5_7_8_9,5,7
3,0.5018899999999995,0.0047939606153294,Team5_6_5_7_8_9,5,7
0,0.0,0.0,Team5_6_5_7_8_9,5,7
1,0.0,0.0,Team5_6_5_7_8_9,5,7
4,0.0,0.0,Team5_6_5_7_8_9,5,7
5,0.0,0.0,Team5_6_5_7_8_9,5,7
2,0.5003966666666665,0.0035130962504063,Team5_7_1_5_4_3,5,4
3,0.49960333333333323,0.0043934535003159,Team5_7_1_5_4_3,5,4
0,0.0,0.0,Team5_7_1_5_4_3,5,4
1,0.0,0.0,Team5_7_1_5_4_3,5,4
4,0.0,0.0,Team5_7_1_5_4_3,5,4
5,0.0,0.0,Team5_7_1_5_4_3,5,4
2,0.5000499999999999,0.004607551562902349,Team5_7_6_4_4_4,5,5
3,0.4999499999999997,0.0033048541720995,Team5_7_6_4_4_4,5,5
0,0.0,0.0,Team5_7_6_4_4_4,5,5
1,0.0,0.0,Team5_7_6_4_4_4,5,5
4,0.0,0.0,Team5_7_6_4_4_4,5,5
5,0.0,0.0,Team5_7_6_4_4_4,5,5
2,0.500713333333333,0.0035585375039126383,Team5_8_10_8_13_11,5,10
3,0.4992833333333331,0.0042411982590369,Team5_8_10_8_13_11,5,10
0,0.0,0.0,Team5_8_10_8_13_11,5,10
1,0.0,0.0,Team5_8_10_8_13_11,5,10
4,0.0,0.0,Team5_8_10_8_13_11,5,10
5,0.0,0.0,Team5_8_10_8_13_11,5,10
2,0.5018033333333332,0.0039529478186534,Team5_8_13_4_5_5,5,7
3,0.4981966666666665,0.0023508872507533,Team5_8_13_4_5_5,5,7
0,0.0,0.0,Team5_8_13_4_5_5,5,7
1,0.0,0.0,Team5_8_13_4_5_5,5,7
4,0.0,0.0,Team5_8_13_4_5_5,5,7
5,0.0,0.0,Team5_8_13_4_5_5,5,7
3,0.9999999999999993,0.00950703618646329,Team6_3_5_4_5_5_2,6,4
0,0.0,0.0,Team6_3_5_4_5_5_2,6,4
1,0.0,0.0,Team6_3_5_4_5_5_2,6,4
2,0.0,0.0,Team6_3_5_4_5_5_2,6,4
4,0.0,0.0,Team6_3_5_4_5_5_2,6,4
5,0.0,0.0,Team6_3_5_4_5_5_2,6,4
6,0.0,0.0,Team6_3_5_4_5_5_2,6,4
3,0.9999999999999991,0.0093448060750804,Team6_3_5_5_5_6_6,6,5
0,0.0,0.0,Team6_3_5_5_5_6_6,6,5
1,0.0,0.0,Team6_3_5_5_5_6_6,6,5
2,0.0,0.0,Team6_3_5_5_5_6_6,6,5
4,0.0,0.0,Team6_3_5_5_5_6_6,6,5
5,0.0,0.0,Team6_3_5_5_5_6_6,6,5
6,0.0,0.0,Team6_3_5_5_5_6_6,6,5
2,0.2826033333333332,0.000676274607133,Team6_4_1_1_1_3_2,6,2
3,0.4344099999999998,0.0027037423732868,Team6_4_1_1_1_3_2,6,2
4,0.2829866666666666,0.0016130744382334,Team6_4_1_1_1_3_2,6,2
0,0.0,0.0,Team6_4_1_1_1_3_2,6,2
1,0.0,0.0,Team6_4_1_1_1_3_2,6,2
5,0.0,0.0,Team6_4_1_1_1_3_2,6,2
6,0.0,0.0,Team6_4_1_1_1_3_2,6,2
2,0.2767266666666665,0.0027103221171209,Team6_4_12_3_7_9_1,6,6
3,0.44543333333333307,0.0034088948251396294,Team6_4_12_3_7_9_1,6,6
4,0.2778399999999999,0.0012917089337529,Team6_4_12_3_7_9_1,6,6
0,0.0,0.0,Team6_4_12_3_7_9_1,6,6
1,0.0,0.0,Team6_4_12_3_7_9_1,6,6
5,0.0,0.0,Team6_4_12_3_7_9_1,6,6
6,0.0,0.0,Team6_4_12_3_7_9_1,6,6
2,0.06615,0.0007721830525637,Team6_4_3_6_2_4_5,6,4
3,0.8672966666666658,0.008816190769780284,Team6_4_3_6_2_4_5,6,4
4,0.0665533333333333,0.0004766783215358,Team6_4_3_6_2_4_5,6,4
0,0.0,0.0,Team6_4_3_6_2_4_5,6,4
1,0.0,0.0,Team6_4_3_6_2_4_5,6,4
