sum,Avg0,SD0,frust0,file,Nodes,Emb_size,Emb_density,Emb_sizexDensity
0,0.050666666666666596,0.0009014692530293,0.4,Embedded_T2_10_2_21,2,10,2,10_2
1,0.8991333333333333,0.0036723459781346,0.36296296296296293,Embedded_T2_10_2_21,2,10,2,10_2
2,0.0501999999999999,0.0007299820722596,0.4,Embedded_T2_10_2_21,2,10,2,10_2
1,0.5640333333333334,0.0013962367403527998,0.3043478260869565,Embedded_T2_10_2_22,2,10,2,10_2
0,0.0,0.0,0.0,Embedded_T2_10_2_22,2,10,2,10_2
2,0.0,0.0,0.0,Embedded_T2_10_2_22,2,10,2,10_2
1,0.9999999999999998,0.0065552451086635,0.3318181818181818,Embedded_T2_10_2_23,2,10,2,10_2
0,0.0,0.0,0.0,Embedded_T2_10_2_23,2,10,2,10_2
2,0.0,0.0,0.0,Embedded_T2_10_2_23,2,10,2,10_2
0,0.1553566666666664,0.0017151484788296247,0.37222222222222223,Embedded_T2_10_2_24,2,10,2,10_2
1,0.6885766666666663,0.006596766688689,0.31555555555555553,Embedded_T2_10_2_24,2,10,2,10_2
2,0.1560666666666666,0.0015843730439797,0.37222222222222223,Embedded_T2_10_2_24,2,10,2,10_2
1,0.9999999999999991,0.00959476473438832,0.3196078431372549,Embedded_T2_10_2_25,2,10,2,10_2
0,0.0,0.0,0.0,Embedded_T2_10_2_25,2,10,2,10_2
2,0.0,0.0,0.0,Embedded_T2_10_2_25,2,10,2,10_2
1,0.9983299999999997,0.0041697428226494,0.34027777777777785,Embedded_T2_10_2_26,2,10,2,10_2
0,0.0,0.0,0.0,Embedded_T2_10_2_26,2,10,2,10_2
2,0.0,0.0,0.0,Embedded_T2_10_2_26,2,10,2,10_2
0,0.47460333333333315,0.0015114148329453637,0.34722222222222215,Embedded_T2_10_2_28,2,10,2,10_2
1,0.0510899999999999,0.00037553410174559997,0.375,Embedded_T2_10_2_28,2,10,2,10_2
2,0.4743066666666666,0.0026612380257495,0.34722222222222215,Embedded_T2_10_2_28,2,10,2,10_2
1,0.6625233333333325,0.0095932318751888,0.37237762237762234,Embedded_T2_10_2_29,2,10,2,10_2
0,0.0,0.0,0.0,Embedded_T2_10_2_29,2,10,2,10_2
2,0.0,0.0,0.0,Embedded_T2_10_2_29,2,10,2,10_2
0,0.13584,0.0005390732788777,0.3111111111111111,Embedded_T2_10_2_2,2,10,2,10_2
1,0.7261500000000001,0.0029601255368324,0.3111111111111111,Embedded_T2_10_2_2,2,10,2,10_2
2,0.1369633333333333,0.0009698911737349,0.3111111111111111,Embedded_T2_10_2_2,2,10,2,10_2
0,0.1053999999999999,0.0010543714375599,0.38679245283018865,Embedded_T2_10_2_30,2,10,2,10_2
1,0.7897899999999993,0.007018754482356466,0.32311320754716977,Embedded_T2_10_2_30,2,10,2,10_2
2,0.1048099999999999,0.0006813328359409,0.38679245283018865,Embedded_T2_10_2_30,2,10,2,10_2
1,0.9999833333333331,0.0038972110048053,0.33035714285714285,Embedded_T2_10_2_32,2,10,2,10_2
0,0.0,0.0,0.0,Embedded_T2_10_2_32,2,10,2,10_2
2,0.0,0.0,0.0,Embedded_T2_10_2_32,2,10,2,10_2
0,0.2308366666666666,0.0019465633565723,0.36458333333333337,Embedded_T2_10_2_33,2,10,2,10_2
1,0.5392433333333333,0.0026652837584005998,0.3541666666666667,Embedded_T2_10_2_33,2,10,2,10_2
2,0.2298333333333332,0.0014582261154702,0.36458333333333337,Embedded_T2_10_2_33,2,10,2,10_2
1,0.9999699999999996,0.0086448343900304,0.31382978723404253,Embedded_T2_10_2_34,2,10,2,10_2
0,0.0,0.0,0.0,Embedded_T2_10_2_34,2,10,2,10_2
2,0.0,0.0,0.0,Embedded_T2_10_2_34,2,10,2,10_2
1,0.9996299999999999,0.0023738849895164,0.3163265306122449,Embedded_T2_10_2_36,2,10,2,10_2
0,0.0,0.0,0.0,Embedded_T2_10_2_36,2,10,2,10_2
2,0.0,0.0,0.0,Embedded_T2_10_2_36,2,10,2,10_2
1,0.9968133333333332,0.004048511416511,0.29999999999999993,Embedded_T2_10_2_37,2,10,2,10_2
0,0.0,0.0,0.0,Embedded_T2_10_2_37,2,10,2,10_2
2,0.0,0.0,0.0,Embedded_T2_10_2_37,2,10,2,10_2
0,0.1143666666666664,0.0011873063839691782,0.3566666666666667,Embedded_T2_10_2_38,2,10,2,10_2
1,0.7712666666666661,0.005134540017162876,0.3666666666666667,Embedded_T2_10_2_38,2,10,2,10_2
2,0.1143666666666664,0.0021230198687741,0.3566666666666667,Embedded_T2_10_2_38,2,10,2,10_2
0,0.2767099999999998,0.0030592578721386,0.3466666666666667,Embedded_T2_10_2_39,2,10,2,10_2
1,0.4455133333333321,0.006469175774485653,0.365,Embedded_T2_10_2_39,2,10,2,10_2
2,0.2777766666666664,0.0023468184292296,0.3466666666666667,Embedded_T2_10_2_39,2,10,2,10_2
0,0.28246666666666653,0.0032872909479736,0.32,Embedded_T2_10_2_3,2,10,2,10_2
1,0.4337433333333329,0.0039969306200514,0.384,Embedded_T2_10_2_3,2,10,2,10_2
2,0.2837899999999997,0.0030089930419151998,0.32,Embedded_T2_10_2_3,2,10,2,10_2
0,0.0721866666666666,0.0008642659055843,0.2978723404255319,Embedded_T2_10_2_41,2,10,2,10_2
1,0.8559033333333328,0.006747613385171203,0.2826747720364741,Embedded_T2_10_2_41,2,10,2,10_2
2,0.07191,0.0009461853236373,0.2978723404255319,Embedded_T2_10_2_41,2,10,2,10_2
0,0.0502633333333333,0.0009009747807544,0.3877551020408163,Embedded_T2_10_2_42,2,10,2,10_2
1,0.8988699999999996,0.0054232601103262005,0.27891156462585026,Embedded_T2_10_2_42,2,10,2,10_2
2,0.0508666666666666,0.0004688520259337,0.3877551020408163,Embedded_T2_10_2_42,2,10,2,10_2
0,0.1444166666666666,0.0005030794061466,0.3584905660377358,Embedded_T2_10_2_43,2,10,2,10_2
1,0.6884099999999997,0.0032708959379957,0.38364779874213834,Embedded_T2_10_2_43,2,10,2,10_2
2,0.1447166666666667,6.84754619472503e-05,0.3584905660377358,Embedded_T2_10_2_43,2,10,2,10_2
0,0.29438333333333305,0.0019300652794361506,0.3262411347517731,Embedded_T2_10_2_44,2,10,2,10_2
1,0.4081699999999996,0.0034975994507148,0.3234042553191489,Embedded_T2_10_2_44,2,10,2,10_2
2,0.2974466666666664,0.0026883136694472003,0.3262411347517731,Embedded_T2_10_2_44,2,10,2,10_2
1,1.0,0.0007002856560004,0.2857142857142857,Embedded_T2_10_2_45,2,10,2,10_2
0,0.0,0.0,0.0,Embedded_T2_10_2_45,2,10,2,10_2
2,0.0,0.0,0.0,Embedded_T2_10_2_45,2,10,2,10_2
0,0.2971633333333333,0.0009196245991863,0.18478260869565216,Embedded_T2_10_2_46,2,10,2,10_2
1,0.4076699999999998,0.0031486597687277003,0.27536231884057966,Embedded_T2_10_2_46,2,10,2,10_2
2,0.29516666666666647,0.0012416325733973,0.18478260869565216,Embedded_T2_10_2_46,2,10,2,10_2
0,0.1888733333333333,0.0002880200610297,0.2608695652173913,Embedded_T2_10_2_47,2,10,2,10_2
1,0.6233499999999996,0.0040882132477689,0.34239130434782605,Embedded_T2_10_2_47,2,10,2,10_2
2,0.1877766666666666,0.00090871093069,0.2608695652173913,Embedded_T2_10_2_47,2,10,2,10_2
0,0.2096666666666666,0.0003426692606905,0.3191489361702128,Embedded_T2_10_2_48,2,10,2,10_2
1,0.5809899999999998,0.0035622119814513998,0.2978723404255319,Embedded_T2_10_2_48,2,10,2,10_2
2,0.2093433333333333,0.0006962917651546,0.3191489361702128,Embedded_T2_10_2_48,2,10,2,10_2
1,0.9235466666666667,0.001458691797029,0.3958333333333333,Embedded_T2_10_2_49,2,10,2,10_2
0,0.0,0.0,0.0,Embedded_T2_10_2_49,2,10,2,10_2
2,0.0,0.0,0.0,Embedded_T2_10_2_49,2,10,2,10_2
1,0.9642566666666665,0.0050356323104061,0.35106382978723405,Embedded_T2_10_2_4,2,10,2,10_2
0,0.0,0.0,0.0,Embedded_T2_10_2_4,2,10,2,10_2
2,0.0,0.0,0.0,Embedded_T2_10_2_4,2,10,2,10_2
0,0.0781966666666666,0.000789613126087,0.3,Embedded_T2_10_2_50,2,10,2,10_2
1,0.8441399999999997,0.0021988474896331,0.3,Embedded_T2_10_2_50,2,10,2,10_2
2,0.0776633333333333,0.0003553714801287,0.3,Embedded_T2_10_2_50,2,10,2,10_2
0,0.1950866666666666,0.0008058283376744176,0.35294117647058815,Embedded_T2_10_2_51,2,10,2,10_2
1,0.3352866666666666,0.0026332632246751,0.3137254901960784,Embedded_T2_10_2_51,2,10,2,10_2
2,0.19625999999999988,0.0016605904020748,0.35294117647058815,Embedded_T2_10_2_51,2,10,2,10_2
1,0.9105633333333333,0.0015991207701013998,0.3555555555555555,Embedded_T2_10_2_52,2,10,2,10_2
0,0.0,0.0,0.0,Embedded_T2_10_2_52,2,10,2,10_2
2,0.0,0.0,0.0,Embedded_T2_10_2_52,2,10,2,10_2
1,0.9448666666666665,0.0004372630795439,0.3137254901960784,Embedded_T2_10_2_53,2,10,2,10_2
0,0.0,0.0,0.0,Embedded_T2_10_2_53,2,10,2,10_2
2,0.0,0.0,0.0,Embedded_T2_10_2_53,2,10,2,10_2
0,0.3111233333333332,0.0012129901009766,0.3461538461538461,Embedded_T2_10_2_5,2,10,2,10_2
1,0.3760133333333333,0.0018665258302917,0.3461538461538461,Embedded_T2_10_2_5,2,10,2,10_2
2,0.3128633333333332,0.0011791027489154,0.3461538461538461,Embedded_T2_10_2_5,2,10,2,10_2
1,0.0727266666666666,0.0004923346951916,0.3793103448275862,Embedded_T4_10_2_90,4,10,2,10_2
2,0.8289399999999999,0.0018984078582201,0.3793103448275862,Embedded_T4_10_2_90,4,10,2,10_2
3,0.0723233333333332,0.0004572095507279,0.3793103448275862,Embedded_T4_10_2_90,4,10,2,10_2
0,0.0,0.0,0.0,Embedded_T4_10_2_90,4,10,2,10_2
4,0.0,0.0,0.0,Embedded_T4_10_2_90,4,10,2,10_2
1,0.3931999999999998,0.0046727719485998,0.3598484848484848,Embedded_T4_10_2_91,4,10,2,10_2
2,0.2166899999999998,0.0018883360736043,0.40151515151515144,Embedded_T4_10_2_91,4,10,2,10_2
3,0.3901099999999996,0.004500827215959971,0.3598484848484848,Embedded_T4_10_2_91,4,10,2,10_2
0,0.0,0.0,0.0,Embedded_T4_10_2_91,4,10,2,10_2
4,0.0,0.0,0.0,Embedded_T4_10_2_91,4,10,2,10_2
2,0.9966633333333328,0.004839266573917665,0.3710843373493976,Embedded_T4_10_2_92,4,10,2,10_2
0,0.0,0.0,0.0,Embedded_T4_10_2_92,4,10,2,10_2
1,0.0,0.0,0.0,Embedded_T4_10_2_92,4,10,2,10_2
3,0.0,0.0,0.0,Embedded_T4_10_2_92,4,10,2,10_2
4,0.0,0.0,0.0,Embedded_T4_10_2_92,4,10,2,10_2
1,0.1722066666666666,0.0016877945298664,0.3705882352941176,Embedded_T4_10_2_93,4,10,2,10_2
2,0.6562666666666664,0.002623854224822669,0.38235294117647056,Embedded_T4_10_2_93,4,10,2,10_2
3,0.1715199999999999,0.0016698962956034,0.3705882352941176,Embedded_T4_10_2_93,4,10,2,10_2
0,0.0,0.0,0.0,Embedded_T4_10_2_93,4,10,2,10_2
4,0.0,0.0,0.0,Embedded_T4_10_2_93,4,10,2,10_2
1,0.0725566666666666,0.0014758905918704,0.37448559670781884,Embedded_T4_10_2_94,4,10,2,10_2
2,0.8541799999999998,0.0058097276321952,0.33333333333333326,Embedded_T4_10_2_94,4,10,2,10_2
3,0.07324333333333319,0.0013755506385216,0.37448559670781884,Embedded_T4_10_2_94,4,10,2,10_2
0,0.0,0.0,0.0,Embedded_T4_10_2_94,4,10,2,10_2
4,0.0,0.0,0.0,Embedded_T4_10_2_94,4,10,2,10_2
2,0.9770899999999998,0.0044803860060353,0.3218390804597701,Embedded_T4_10_2_95,4,10,2,10_2
0,0.0,0.0,0.0,Embedded_T4_10_2_95,4,10,2,10_2
1,0.0,0.0,0.0,Embedded_T4_10_2_95,4,10,2,10_2
3,0.0,0.0,0.0,Embedded_T4_10_2_95,4,10,2,10_2
4,0.0,0.0,0.0,Embedded_T4_10_2_95,4,10,2,10_2
1,0.0679799999999998,0.001382990593096,0.3820224719101123,Embedded_T4_10_2_96,4,10,2,10_2
2,0.8636966666666662,0.006290714682105957,0.37328339575530584,Embedded_T4_10_2_96,4,10,2,10_2
3,0.0683233333333332,0.0010822902918815086,0.3820224719101123,Embedded_T4_10_2_96,4,10,2,10_2
0,0.0,0.0,0.0,Embedded_T4_10_2_96,4,10,2,10_2
4,0.0,0.0,0.0,Embedded_T4_10_2_96,4,10,2,10_2
1,0.0129066666666666,0.0004880118395649,0.3103448275862069,Embedded_T4_10_2_98,4,10,2,10_2
2,0.753839999999999,0.008776584384197617,0.34195402298850575,Embedded_T4_10_2_98,4,10,2,10_2
3,0.0120833333333333,0.000300037034751,0.3103448275862069,Embedded_T4_10_2_98,4,10,2,10_2
0,0.0,0.0,0.0,Embedded_T4_10_2_98,4,10,2,10_2
4,0.0,0.0,0.0,Embedded_T4_10_2_98,4,10,2,10_2
1,0.2530566666666665,0.0012651831998513,0.3654618473895583,Embedded_T4_10_2_99,4,10,2,10_2
2,0.422333333333333,0.004293202793033845,0.37108433734939755,Embedded_T4_10_2_99,4,10,2,10_2
3,0.2529999999999999,0.0019720592067904,0.3654618473895583,Embedded_T4_10_2_99,4,10,2,10_2
0,0.0,0.0,0.0,Embedded_T4_10_2_99,4,10,2,10_2
4,0.0,0.0,0.0,Embedded_T4_10_2_99,4,10,2,10_2
2,0.0487033333333331,0.0007985867368869,0.3805147058823529,Embedded_T6_10_2_77,6,10,2,10_2
3,0.9022266666666643,0.012601831665269056,0.3876050420168067,Embedded_T6_10_2_77,6,10,2,10_2
4,0.049063333333333195,0.0013714901286756,0.3805147058823529,Embedded_T6_10_2_77,6,10,2,10_2
0,0.0,0.0,0.0,Embedded_T6_10_2_77,6,10,2,10_2
1,0.0,0.0,0.0,Embedded_T6_10_2_77,6,10,2,10_2
5,0.0,0.0,0.0,Embedded_T6_10_2_77,6,10,2,10_2
6,0.0,0.0,0.0,Embedded_T6_10_2_77,6,10,2,10_2
3,0.5406199999999999,0.0025689647035815003,0.3779527559055118,Embedded_T6_10_2_78,6,10,2,10_2
0,0.0,0.0,0.0,Embedded_T6_10_2_78,6,10,2,10_2
1,0.0,0.0,0.0,Embedded_T6_10_2_78,6,10,2,10_2
2,0.0,0.0,0.0,Embedded_T6_10_2_78,6,10,2,10_2
4,0.0,0.0,0.0,Embedded_T6_10_2_78,6,10,2,10_2
5,0.0,0.0,0.0,Embedded_T6_10_2_78,6,10,2,10_2
6,0.0,0.0,0.0,Embedded_T6_10_2_78,6,10,2,10_2
2,0.10865,0.0003828837943815,0.364963503649635,Embedded_T6_10_2_79,6,10,2,10_2
3,0.7833799999999994,0.00847010662800091,0.3746958637469586,Embedded_T6_10_2_79,6,10,2,10_2
4,0.10797,0.0012406449935416,0.364963503649635,Embedded_T6_10_2_79,6,10,2,10_2
0,0.0,0.0,0.0,Embedded_T6_10_2_79,6,10,2,10_2
1,0.0,0.0,0.0,Embedded_T6_10_2_79,6,10,2,10_2
5,0.0,0.0,0.0,Embedded_T6_10_2_79,6,10,2,10_2
6,0.0,0.0,0.0,Embedded_T6_10_2_79,6,10,2,10_2
2,0.0483033333333332,0.0009778413504448,0.4010025062656641,Embedded_T6_10_2_80,6,10,2,10_2
3,0.902853333333332,0.007426680854097358,0.3949874686716791,Embedded_T6_10_2_80,6,10,2,10_2
4,0.048806666666666595,0.0009034429036651,0.4010025062656641,Embedded_T6_10_2_80,6,10,2,10_2
0,0.0,0.0,0.0,Embedded_T6_10_2_80,6,10,2,10_2
1,0.0,0.0,0.0,Embedded_T6_10_2_80,6,10,2,10_2
5,0.0,0.0,0.0,Embedded_T6_10_2_80,6,10,2,10_2
6,0.0,0.0,0.0,Embedded_T6_10_2_80,6,10,2,10_2
2,0.2581999999999999,0.0003582542463632246,0.36496350364963503,Embedded_T6_10_2_81,6,10,2,10_2
3,0.4825833333333331,0.0038056023819989003,0.37226277372262767,Embedded_T6_10_2_81,6,10,2,10_2
4,0.2591966666666667,0.000874939997211,0.36496350364963503,Embedded_T6_10_2_81,6,10,2,10_2
0,0.0,0.0,0.0,Embedded_T6_10_2_81,6,10,2,10_2
1,0.0,0.0,0.0,Embedded_T6_10_2_81,6,10,2,10_2
5,0.0,0.0,0.0,Embedded_T6_10_2_81,6,10,2,10_2
6,0.0,0.0,0.0,Embedded_T6_10_2_81,6,10,2,10_2
2,0.0462533333333331,0.0008892951032002482,0.4107611548556431,Embedded_T6_10_2_82,6,10,2,10_2
3,0.9069133333333323,0.01075733604254804,0.4028871391076116,Embedded_T6_10_2_82,6,10,2,10_2
4,0.0467966666666665,0.000970675960170347,0.4107611548556431,Embedded_T6_10_2_82,6,10,2,10_2
0,0.0,0.0,0.0,Embedded_T6_10_2_82,6,10,2,10_2
1,0.0,0.0,0.0,Embedded_T6_10_2_82,6,10,2,10_2
5,0.0,0.0,0.0,Embedded_T6_10_2_82,6,10,2,10_2
6,0.0,0.0,0.0,Embedded_T6_10_2_82,6,10,2,10_2
3,0.9893466666666663,0.0062038513197332995,0.38581560283687943,Embedded_T6_10_2_83,6,10,2,10_2
0,0.0,0.0,0.0,Embedded_T6_10_2_83,6,10,2,10_2
1,0.0,0.0,0.0,Embedded_T6_10_2_83,6,10,2,10_2
2,0.0,0.0,0.0,Embedded_T6_10_2_83,6,10,2,10_2
4,0.0,0.0,0.0,Embedded_T6_10_2_83,6,10,2,10_2
5,0.0,0.0,0.0,Embedded_T6_10_2_83,6,10,2,10_2
6,0.0,0.0,0.0,Embedded_T6_10_2_83,6,10,2,10_2
2,0.1749933333333333,0.0009489058026075,0.3884297520661157,Embedded_T6_10_2_84,6,10,2,10_2
3,0.5235599999999998,0.0011420978021123,0.39669421487603307,Embedded_T6_10_2_84,6,10,2,10_2
4,0.1748566666666666,0.000601793615416,0.3884297520661157,Embedded_T6_10_2_84,6,10,2,10_2
0,0.0,0.0,0.0,Embedded_T6_10_2_84,6,10,2,10_2
1,0.0,0.0,0.0,Embedded_T6_10_2_84,6,10,2,10_2
5,0.0,0.0,0.0,Embedded_T6_10_2_84,6,10,2,10_2
6,0.0,0.0,0.0,Embedded_T6_10_2_84,6,10,2,10_2
2,0.0046433333333333,0.0001400793425963,0.4186046511627907,Embedded_T6_10_2_85,6,10,2,10_2
3,0.7438066666666664,0.003891595687779612,0.3992248062015504,Embedded_T6_10_2_85,6,10,2,10_2
4,0.0046133333333333,6.8475461947247e-05,0.4186046511627907,Embedded_T6_10_2_85,6,10,2,10_2
0,0.0,0.0,0.0,Embedded_T6_10_2_85,6,10,2,10_2
1,0.0,0.0,0.0,Embedded_T6_10_2_85,6,10,2,10_2
5,0.0,0.0,0.0,Embedded_T6_10_2_85,6,10,2,10_2
6,0.0,0.0,0.0,Embedded_T6_10_2_85,6,10,2,10_2
3,0.9999999999999992,0.009517380028136428,0.38376068376068373,Embedded_T6_10_2_86,6,10,2,10_2
0,0.0,0.0,0.0,Embedded_T6_10_2_86,6,10,2,10_2
1,0.0,0.0,0.0,Embedded_T6_10_2_86,6,10,2,10_2
2,0.0,0.0,0.0,Embedded_T6_10_2_86,6,10,2,10_2
4,0.0,0.0,0.0,Embedded_T6_10_2_86,6,10,2,10_2
5,0.0,0.0,0.0,Embedded_T6_10_2_86,6,10,2,10_2
6,0.0,0.0,0.0,Embedded_T6_10_2_86,6,10,2,10_2
3,0.9033999999999993,0.00884457225987136,0.41208791208791207,Embedded_T6_10_2_87,6,10,2,10_2
0,0.0,0.0,0.0,Embedded_T6_10_2_87,6,10,2,10_2
1,0.0,0.0,0.0,Embedded_T6_10_2_87,6,10,2,10_2
2,0.0,0.0,0.0,Embedded_T6_10_2_87,6,10,2,10_2
4,0.0,0.0,0.0,Embedded_T6_10_2_87,6,10,2,10_2
5,0.0,0.0,0.0,Embedded_T6_10_2_87,6,10,2,10_2
6,0.0,0.0,0.0,Embedded_T6_10_2_87,6,10,2,10_2
2,0.0315999999999999,0.00046925518199846384,0.4111111111111111,Embedded_T6_10_2_88,6,10,2,10_2
3,0.9212499999999997,0.0049979700856744,0.36666666666666664,Embedded_T6_10_2_88,6,10,2,10_2
4,0.0318866666666665,0.0007346669172659,0.4111111111111111,Embedded_T6_10_2_88,6,10,2,10_2
0,0.0,0.0,0.0,Embedded_T6_10_2_88,6,10,2,10_2
1,0.0,0.0,0.0,Embedded_T6_10_2_88,6,10,2,10_2
5,0.0,0.0,0.0,Embedded_T6_10_2_88,6,10,2,10_2
6,0.0,0.0,0.0,Embedded_T6_10_2_88,6,10,2,10_2
3,0.1724666666666666,0.0009681135345054,0.3858267716535433,Embedded_T6_10_2_89,6,10,2,10_2
0,0.0,0.0,0.0,Embedded_T6_10_2_89,6,10,2,10_2
1,0.0,0.0,0.0,Embedded_T6_10_2_89,6,10,2,10_2
2,0.0,0.0,0.0,Embedded_T6_10_2_89,6,10,2,10_2
4,0.0,0.0,0.0,Embedded_T6_10_2_89,6,10,2,10_2
5,0.0,0.0,0.0,Embedded_T6_10_2_89,6,10,2,10_2
6,0.0,0.0,0.0,Embedded_T6_10_2_89,6,10,2,10_2
2,0.26271,0.000653809350397,0.3798449612403101,Embedded_T6_10_2_8,6,10,2,10_2
3,0.1145699999999999,0.0016902255549415,0.3875968992248062,Embedded_T6_10_2_8,6,10,2,10_2
4,0.2613433333333333,0.000874274302239,0.3798449612403101,Embedded_T6_10_2_8,6,10,2,10_2
0,0.0,0.0,0.0,Embedded_T6_10_2_8,6,10,2,10_2
1,0.0,0.0,0.0,Embedded_T6_10_2_8,6,10,2,10_2
5,0.0,0.0,0.0,Embedded_T6_10_2_8,6,10,2,10_2
6,0.0,0.0,0.0,Embedded_T6_10_2_8,6,10,2,10_2
3,0.9658466666666663,0.0059250953612371,0.3673076923076923,Embedded_T6_10_2_90,6,10,2,10_2
0,0.0,0.0,0.0,Embedded_T6_10_2_90,6,10,2,10_2
1,0.0,0.0,0.0,Embedded_T6_10_2_90,6,10,2,10_2
2,0.0,0.0,0.0,Embedded_T6_10_2_90,6,10,2,10_2
4,0.0,0.0,0.0,Embedded_T6_10_2_90,6,10,2,10_2
5,0.0,0.0,0.0,Embedded_T6_10_2_90,6,10,2,10_2
6,0.0,0.0,0.0,Embedded_T6_10_2_90,6,10,2,10_2
2,0.0349433333333333,0.0004028509512076,0.392,Embedded_T6_10_2_91,6,10,2,10_2
3,0.9294466666666661,0.006170636014901326,0.3702857142857143,Embedded_T6_10_2_91,6,10,2,10_2
4,0.0344166666666666,0.0004216106682183,0.392,Embedded_T6_10_2_91,6,10,2,10_2
0,0.0,0.0,0.0,Embedded_T6_10_2_91,6,10,2,10_2
1,0.0,0.0,0.0,Embedded_T6_10_2_91,6,10,2,10_2
5,0.0,0.0,0.0,Embedded_T6_10_2_91,6,10,2,10_2
6,0.0,0.0,0.0,Embedded_T6_10_2_91,6,10,2,10_2
2,0.0015799999999999,5.099019513592788e-05,0.448,Embedded_T6_10_2_92,6,10,2,10_2
3,0.995353333333332,0.008019494189611339,0.39261538461538464,Embedded_T6_10_2_92,6,10,2,10_2
4,0.00162,9.899494936611672e-05,0.448,Embedded_T6_10_2_92,6,10,2,10_2
0,0.0,0.0,0.0,Embedded_T6_10_2_92,6,10,2,10_2
1,0.0,0.0,0.0,Embedded_T6_10_2_92,6,10,2,10_2
5,0.0,0.0,0.0,Embedded_T6_10_2_92,6,10,2,10_2
6,0.0,0.0,0.0,Embedded_T6_10_2_92,6,10,2,10_2
2,0.0164733333333331,0.0006536833411728739,0.40413533834586457,Embedded_T6_10_2_93,6,10,2,10_2
3,0.9670833333333326,0.008449946154105359,0.3834586466165413,Embedded_T6_10_2_93,6,10,2,10_2
4,0.0163599999999998,0.00043411267517076257,0.40413533834586457,Embedded_T6_10_2_93,6,10,2,10_2
0,0.0,0.0,0.0,Embedded_T6_10_2_93,6,10,2,10_2
1,0.0,0.0,0.0,Embedded_T6_10_2_93,6,10,2,10_2
5,0.0,0.0,0.0,Embedded_T6_10_2_93,6,10,2,10_2
6,0.0,0.0,0.0,Embedded_T6_10_2_93,6,10,2,10_2
2,0.3232633333333333,0.0002732926799035,0.3100775193798449,Embedded_T6_10_2_94,6,10,2,10_2
3,0.3535433333333329,0.0041913209928129,0.37209302325581395,Embedded_T6_10_2_94,6,10,2,10_2
4,0.3231866666666667,0.0014952666057336,0.3100775193798449,Embedded_T6_10_2_94,6,10,2,10_2
