sum,Avg0,SD0,file,Teams,Members
4,0.9998299999999972,0.018553250325373596,Team8_10,8,10
0,0.0,0.0,Team8_10,8,10
1,0.0,0.0,Team8_10,8,10
2,0.0,0.0,Team8_10,8,10
3,0.0,0.0,Team8_10,8,10
5,0.0,0.0,Team8_10,8,10
6,0.0,0.0,Team8_10,8,10
7,0.0,0.0,Team8_10,8,10
8,0.0,0.0,Team8_10,8,10
4,0.999999999999997,0.020211001169825927,Team8_2,8,2
0,0.0,0.0,Team8_2,8,2
1,0.0,0.0,Team8_2,8,2
2,0.0,0.0,Team8_2,8,2
3,0.0,0.0,Team8_2,8,2
5,0.0,0.0,Team8_2,8,2
6,0.0,0.0,Team8_2,8,2
7,0.0,0.0,Team8_2,8,2
8,0.0,0.0,Team8_2,8,2
4,0.999999999999997,0.018675319044287934,Team8_3,8,3
0,0.0,0.0,Team8_3,8,3
1,0.0,0.0,Team8_3,8,3
2,0.0,0.0,Team8_3,8,3
3,0.0,0.0,Team8_3,8,3
5,0.0,0.0,Team8_3,8,3
6,0.0,0.0,Team8_3,8,3
7,0.0,0.0,Team8_3,8,3
8,0.0,0.0,Team8_3,8,3
4,0.999999999999997,0.018619054046596997,Team8_4,8,4
0,0.0,0.0,Team8_4,8,4
1,0.0,0.0,Team8_4,8,4
2,0.0,0.0,Team8_4,8,4
3,0.0,0.0,Team8_4,8,4
5,0.0,0.0,Team8_4,8,4
6,0.0,0.0,Team8_4,8,4
7,0.0,0.0,Team8_4,8,4
8,0.0,0.0,Team8_4,8,4
4,0.9999999999999971,0.019571044893483384,Team8_5,8,5
0,0.0,0.0,Team8_5,8,5
1,0.0,0.0,Team8_5,8,5
2,0.0,0.0,Team8_5,8,5
3,0.0,0.0,Team8_5,8,5
5,0.0,0.0,Team8_5,8,5
6,0.0,0.0,Team8_5,8,5
7,0.0,0.0,Team8_5,8,5
8,0.0,0.0,Team8_5,8,5
4,0.9999999999999974,0.018277827195847165,Team8_6,8,6
0,0.0,0.0,Team8_6,8,6
1,0.0,0.0,Team8_6,8,6
2,0.0,0.0,Team8_6,8,6
3,0.0,0.0,Team8_6,8,6
5,0.0,0.0,Team8_6,8,6
6,0.0,0.0,Team8_6,8,6
7,0.0,0.0,Team8_6,8,6
8,0.0,0.0,Team8_6,8,6
4,0.9999999999999976,0.0230287729743117,Team8_7,8,7
0,0.0,0.0,Team8_7,8,7
1,0.0,0.0,Team8_7,8,7
2,0.0,0.0,Team8_7,8,7
3,0.0,0.0,Team8_7,8,7
5,0.0,0.0,Team8_7,8,7
6,0.0,0.0,Team8_7,8,7
7,0.0,0.0,Team8_7,8,7
8,0.0,0.0,Team8_7,8,7
4,0.999989999999997,0.019602377481018354,Team8_8,8,8
0,0.0,0.0,Team8_8,8,8
1,0.0,0.0,Team8_8,8,8
2,0.0,0.0,Team8_8,8,8
3,0.0,0.0,Team8_8,8,8
5,0.0,0.0,Team8_8,8,8
6,0.0,0.0,Team8_8,8,8
7,0.0,0.0,Team8_8,8,8
8,0.0,0.0,Team8_8,8,8
4,0.9999566666666637,0.01738044072449886,Team8_9,8,9
0,0.0,0.0,Team8_9,8,9
1,0.0,0.0,Team8_9,8,9
2,0.0,0.0,Team8_9,8,9
3,0.0,0.0,Team8_9,8,9
5,0.0,0.0,Team8_9,8,9
6,0.0,0.0,Team8_9,8,9
7,0.0,0.0,Team8_9,8,9
8,0.0,0.0,Team8_9,8,9
