TBX21,GATA3,RORC,FOXP3,BCL6,index,flag,Avg0,SD0,frust0,time,file
0,0,1,1,1,2.0,1.0,0.2219833333333333,0.0018490417938909,0.2091676261431582,11.873771840730484,TCellDiff_25
0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_25
0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_25
0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_25
0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_25
0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_25
0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_25
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_25
1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_80
1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_80
1,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_80
1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_80
1,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_80
1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_80
1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_80
1,1,0,0,0,0.0,1.0,0.5000766666666666,0.0008211509537769,0.1074449800551683,15.637393711225348,TCellDiff_80
1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_80
1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_80
1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_80
1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_80
1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_80
1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_80
1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_80
1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_80
0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_80
0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_80
0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_80
0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_80
0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_80
0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_80
0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_80
0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_80
0,0,1,1,1,1.0,1.0,0.4999233333333333,0.000821150953777,0.1074449800551683,15.640456479139202,TCellDiff_80
0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_80
0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_80
0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_80
0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_80
0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_80
0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_80
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_80
1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_62
1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_62
1,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_62
1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_62
1,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_62
1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_62
1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_62
1,1,0,0,0,0.0,1.0,0.50075,0.0016750522379914,0.1481410091664252,16.352396361551698,TCellDiff_62
1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_62
1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_62
1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_62
1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_62
1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_62
1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_62
1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_62
1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_62
0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_62
0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_62
0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_62
0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_62
0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_62
0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_62
0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_62
0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_62
0,0,1,1,1,1.0,1.0,0.49925,0.0016750522379914,0.1481410091664252,16.361584701183677,TCellDiff_62
0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_62
0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_62
0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_62
0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_62
0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_62
0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_62
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_62
1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_89
1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_89
1,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_89
1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_89
1,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_89
1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_89
1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_89
1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_89
1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_89
1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_89
1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_89
1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_89
1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_89
1,0,0,1,0,1.0,1.0,0.5005533333333333,0.0003890444133458,0.1551693989407648,15.876064763550126,TCellDiff_89
1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_89
1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_89
0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_89
0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_89
0,1,1,0,1,0.0,1.0,0.4994466666666666,0.0003890444133457,0.1551693989407648,15.893440293948862,TCellDiff_89
0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_89
0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_89
0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_89
0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_89
0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_89
0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_89
0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_89
0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_89
0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_89
0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_89
0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_89
0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_89
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_89
1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_37
1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_37
1,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_37
1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_37
1,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_37
1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_37
1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_37
1,1,0,0,0,1.0,1.0,0.4994366666666667,0.0005888029287366,0.1391306806510684,20.31880242933771,TCellDiff_37
1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_37
1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_37
1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_37
1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_37
1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_37
1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_37
1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_37
1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_37
0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_37
0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_37
0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_37
0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_37
0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_37
0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_37
0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_37
0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_37
0,0,1,1,1,0.0,1.0,0.5005633333333334,0.0005888029287366,0.1391306806510684,20.45433554779112,TCellDiff_37
0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_37
0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_37
0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_37
0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_37
0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_37
0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_37
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_37
1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_33
1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_33
1,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_33
1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_33
1,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_33
1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_33
1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_33
1,1,0,0,0,2.0,1.0,0.3048533333333333,0.0006535203813875,0.191349841456592,11.758433060257165,TCellDiff_33
1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_33
1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_33
1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_33
1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_33
1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_33
1,0,0,1,0,3.0,1.0,0.1944233333333333,0.0001388844443733,0.245290214658827,10.38460824939504,TCellDiff_33
1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_33
1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_33
0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_33
0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_33
0,1,1,0,1,1.0,1.0,0.1946566666666666,0.0010977046759286,0.245290214658827,10.361880468114087,TCellDiff_33
0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_33
0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_33
0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_33
0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_33
0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_33
0,0,1,1,1,0.0,1.0,0.3060666666666666,0.0014767607193523,0.191349841456592,11.749277247245685,TCellDiff_33
0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_33
0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_33
0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_33
0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_33
0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_33
0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_33
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_33
1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_29
1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_29
1,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_29
1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_29
1,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_29
1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_29
1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_29
1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_29
1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_29
1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_29
1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_29
1,0,1,0,0,1.0,1.0,0.5003166666666666,0.0003034615113797,0.1178917616584975,14.791413510427937,TCellDiff_29
1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_29
1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_29
1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_29
1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_29
0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_29
0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_29
0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_29
0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_29
0,1,0,1,1,0.0,1.0,0.4996833333333333,0.0003034615113797,0.1178917616584975,14.821634416780356,TCellDiff_29
0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_29
0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_29
0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_29
0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_29
0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_29
0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_29
0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_29
0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_29
0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_29
0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_29
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_29
1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_86
1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_86
1,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_86
1,1,1,0,0,3.0,1.0,0.25011,0.000622307533834,0.1469029768696926,11.483579025279594,TCellDiff_86
1,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_86
1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_86
1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_86
1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_86
1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_86
1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_86
1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_86
1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_86
1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_86
1,0,0,1,0,1.0,1.0,0.2494366666666666,0.0001302134998975,0.1468801470315071,11.469462911909185,TCellDiff_86
1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_86
1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_86
0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_86
0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_86
0,1,1,0,1,2.0,1.0,0.2493933333333333,0.0007780459855018,0.1468801470315071,11.472460457353597,TCellDiff_86
0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_86
0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_86
0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_86
0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_86
0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_86
0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_86
0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_86
0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_86
0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_86
0,0,0,1,1,0.0,1.0,0.25106,0.0006658828725834,0.1469029768696926,11.473867113503474,TCellDiff_86
0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_86
0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_86
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_86
1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_83
1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_83
1,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_83
1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_83
1,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_83
1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_83
1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_83
1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_83
1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_83
1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_83
1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_83
1,0,1,0,0,1.0,1.0,0.5012066666666667,0.0009122986840333,0.1335202255884515,30.57085867689353,TCellDiff_83
1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_83
1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_83
1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_83
1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_83
0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_83
0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_83
0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_83
0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_83
0,1,0,1,1,0.0,1.0,0.4987933333333333,0.0009122986840332,0.1335202255884515,30.48984941342181,TCellDiff_83
0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_83
0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_83
0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_83
0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_83
0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_83
0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_83
0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_83
0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_83
0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_83
0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_83
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_83
1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_5
1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_5
1,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_5
1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_5
1,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_5
1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_5
1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_5
1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_5
1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_5
1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_5
1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_5
1,0,1,0,0,3.0,1.0,0.2074733333333333,0.0008549593882492,0.1056032764557018,10.45811808176511,TCellDiff_5
1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_5
1,0,0,1,0,2.0,1.0,0.2927833333333333,0.0018840441136614,0.1281694010162081,12.300430749980617,TCellDiff_5
1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_5
1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_5
0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_5
0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_5
0,1,1,0,1,0.0,1.0,0.2924733333333333,0.0008052466840802,0.1281694010162081,12.304200723173148,TCellDiff_5
0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_5
0,1,0,1,1,1.0,1.0,0.2072699999999999,0.0013354400023962,0.1056032764557018,10.446386866087288,TCellDiff_5
0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_5
0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,TCellDiff_5
