sum,Avg0,SD0,frust0,file,Impure
2,0.4992033333333331,0.004961129050229216,0.4,Impure_5_6_98,6
5,0.0,0.0,0.0,Impure_5_6_89,6
4,0.0,0.0,0.0,Impure_5_6_89,6
1,0.0,0.0,0.0,Impure_5_6_89,6
4,0.0,0.0,0.0,Impure_5_6_80,6
5,0.0,0.0,0.0,Impure_5_6_80,6
2,0.5007566666666663,0.005174153771307249,0.4,Impure_5_6_81,6
3,0.4992433333333328,0.0049511068997593,0.4,Impure_5_6_81,6
0,0.0,0.0,0.0,Impure_5_6_81,6
1,0.0,0.0,0.0,Impure_5_6_81,6
4,0.0,0.0,0.0,Impure_5_6_81,6
5,0.0,0.0,0.0,Impure_5_6_81,6
2,0.4992266666666662,0.003792834673444893,0.4,Impure_5_6_82,6
3,0.5007733333333328,0.004142629138155097,0.4,Impure_5_6_82,6
0,0.0,0.0,0.0,Impure_5_6_82,6
1,0.0,0.0,0.0,Impure_5_6_82,6
4,0.0,0.0,0.0,Impure_5_6_82,6
5,0.0,0.0,0.0,Impure_5_6_82,6
2,0.500593333333333,0.0056264149625538,0.4,Impure_5_6_83,6
1,0.0,0.0,0.0,Impure_5_6_80,6
3,0.49940666666666633,0.0044746307711693,0.4,Impure_5_6_83,6
0,0.0,0.0,0.0,Impure_5_6_80,6
2,0.5000599999999994,0.0062314926466418,0.4,Impure_5_6_80,6
1,0.0,0.0,0.0,Impure_5_6_78,6
4,0.0,0.0,0.0,Impure_5_6_78,6
5,0.0,0.0,0.0,Impure_5_6_78,6
2,0.4994166666666662,0.0045387748880173,0.4,Impure_5_6_79,6
3,0.5005833333333329,0.0048095947261619,0.4,Impure_5_6_79,6
0,0.0,0.0,0.0,Impure_5_6_79,6
1,0.0,0.0,0.0,Impure_5_6_79,6
4,0.0,0.0,0.0,Impure_5_6_79,6
5,0.0,0.0,0.0,Impure_5_6_79,6
2,0.5005599999999994,0.0055226798375006,0.4,Impure_5_6_7,6
3,0.49943999999999955,0.0046222105695672,0.4,Impure_5_6_7,6
0,0.0,0.0,0.0,Impure_5_6_7,6
1,0.0,0.0,0.0,Impure_5_6_7,6
4,0.0,0.0,0.0,Impure_5_6_7,6
5,0.0,0.0,0.0,Impure_5_6_7,6
3,0.4999399999999997,0.0042484664814184,0.4,Impure_5_6_80,6
3,0.4987899999999995,0.0034493400087977177,0.4,Impure_5_6_78,6
0,0.0,0.0,0.0,Impure_5_6_83,6
4,0.0,0.0,0.0,Impure_5_6_83,6
2,0.500373333333333,0.0040441568447386,0.4,Impure_5_6_87,6
3,0.4996266666666662,0.0059753663717671,0.4,Impure_5_6_87,6
0,0.0,0.0,0.0,Impure_5_6_87,6
1,0.0,0.0,0.0,Impure_5_6_87,6
4,0.0,0.0,0.0,Impure_5_6_87,6
5,0.0,0.0,0.0,Impure_5_6_87,6
2,0.4999366666666665,0.0055033243166319,0.4,Impure_5_6_88,6
3,0.5000633333333329,0.0047304281170176,0.4,Impure_5_6_88,6
0,0.0,0.0,0.0,Impure_5_6_88,6
1,0.0,0.0,0.0,Impure_5_6_88,6
4,0.0,0.0,0.0,Impure_5_6_88,6
5,0.0,0.0,0.0,Impure_5_6_88,6
2,0.500933333333333,0.004090633304971499,0.4,Impure_5_6_89,6
3,0.4990666666666662,0.005014791430801074,0.4,Impure_5_6_89,6
0,0.0,0.0,0.0,Impure_5_6_89,6
5,0.0,0.0,0.0,Impure_5_6_86,6
1,0.0,0.0,0.0,Impure_5_6_83,6
4,0.0,0.0,0.0,Impure_5_6_86,6
0,0.0,0.0,0.0,Impure_5_6_86,6
5,0.0,0.0,0.0,Impure_5_6_83,6
2,0.5001233333333327,0.0042091857637366,0.4,Impure_5_6_84,6
3,0.4998766666666664,0.004313958372948,0.4,Impure_5_6_84,6
0,0.0,0.0,0.0,Impure_5_6_84,6
1,0.0,0.0,0.0,Impure_5_6_84,6
4,0.0,0.0,0.0,Impure_5_6_84,6
5,0.0,0.0,0.0,Impure_5_6_84,6
2,0.5001233333333329,0.0046780954773086,0.4,Impure_5_6_85,6
3,0.4998766666666663,0.0051015862453304,0.4,Impure_5_6_85,6
0,0.0,0.0,0.0,Impure_5_6_85,6
1,0.0,0.0,0.0,Impure_5_6_85,6
4,0.0,0.0,0.0,Impure_5_6_85,6
5,0.0,0.0,0.0,Impure_5_6_85,6
2,0.5006233333333329,0.0061280713938128995,0.4,Impure_5_6_86,6
3,0.4993766666666663,0.0050748110002495,0.4,Impure_5_6_86,6
1,0.0,0.0,0.0,Impure_5_6_86,6
3,0.5003166666666663,0.0073830764036541,0.4,Impure_5_6_55,6
3,0.5011266666666663,0.0049359060827563,0.4,Impure_5_6_36,6
5,0.0,0.0,0.0,Impure_5_6_54,6
5,0.0,0.0,0.0,Impure_5_6_23,6
2,0.5005266666666663,0.004899407784084,0.4,Impure_5_6_24,6
3,0.499473333333333,0.0046507557365228006,0.4,Impure_5_6_24,6
0,0.0,0.0,0.0,Impure_5_6_24,6
1,0.0,0.0,0.0,Impure_5_6_24,6
4,0.0,0.0,0.0,Impure_5_6_24,6
4,0.0,0.0,0.0,Impure_5_6_23,6
5,0.0,0.0,0.0,Impure_5_6_24,6
3,0.49956333333333314,0.0047207933706586,0.4,Impure_5_6_25,6
0,0.0,0.0,0.0,Impure_5_6_25,6
1,0.0,0.0,0.0,Impure_5_6_25,6
4,0.0,0.0,0.0,Impure_5_6_25,6
5,0.0,0.0,0.0,Impure_5_6_25,6
2,0.500643333333333,0.0031868006624182375,0.4,Impure_5_6_26,6
2,0.5004366666666663,0.005667816306897,0.4,Impure_5_6_25,6
1,0.0,0.0,0.0,Impure_5_6_23,6
0,0.0,0.0,0.0,Impure_5_6_23,6
3,0.5011366666666663,0.004852595492947993,0.4,Impure_5_6_23,6
4,0.0,0.0,0.0,Impure_5_6_20,6
5,0.0,0.0,0.0,Impure_5_6_20,6
2,0.5012466666666663,0.00421131211477,0.4,Impure_5_6_21,6
3,0.4987533333333329,0.0043651903342882,0.4,Impure_5_6_21,6
0,0.0,0.0,0.0,Impure_5_6_21,6
1,0.0,0.0,0.0,Impure_5_6_21,6
4,0.0,0.0,0.0,Impure_5_6_21,6
5,0.0,0.0,0.0,Impure_5_6_21,6
2,0.4997199999999995,0.004216389715072577,0.4,Impure_5_6_22,6
3,0.5002799999999997,0.0050179896440804,0.4,Impure_5_6_22,6
0,0.0,0.0,0.0,Impure_5_6_22,6
1,0.0,0.0,0.0,Impure_5_6_22,6
4,0.0,0.0,0.0,Impure_5_6_22,6
5,0.0,0.0,0.0,Impure_5_6_22,6
2,0.4988633333333331,0.005489546837009721,0.4,Impure_5_6_23,6
3,0.4993566666666663,0.0055477121874793,0.4,Impure_5_6_26,6
0,0.0,0.0,0.0,Impure_5_6_26,6
1,0.0,0.0,0.0,Impure_5_6_26,6
4,0.0,0.0,0.0,Impure_5_6_26,6
2,0.5010099999999995,0.0041793095668755,0.4,Impure_5_6_2,6
3,0.4989899999999996,0.003828135398019609,0.4,Impure_5_6_2,6
0,0.0,0.0,0.0,Impure_5_6_2,6
1,0.0,0.0,0.0,Impure_5_6_2,6
4,0.0,0.0,0.0,Impure_5_6_2,6
5,0.0,0.0,0.0,Impure_5_6_2,6
2,0.49877999999999967,0.0039695608998713,0.4,Impure_5_6_30,6
3,0.5012199999999997,0.0048668318135597,0.4,Impure_5_6_30,6
0,0.0,0.0,0.0,Impure_5_6_30,6
1,0.0,0.0,0.0,Impure_5_6_30,6
4,0.0,0.0,0.0,Impure_5_6_30,6
5,0.0,0.0,0.0,Impure_5_6_30,6
2,0.500753333333333,0.0044448336330435,0.4,Impure_5_6_31,6
3,0.4992466666666662,0.0039969552237166,0.4,Impure_5_6_31,6
0,0.0,0.0,0.0,Impure_5_6_31,6
5,0.0,0.0,0.0,Impure_5_6_29,6
1,0.0,0.0,0.0,Impure_5_6_20,6
4,0.0,0.0,0.0,Impure_5_6_29,6
0,0.0,0.0,0.0,Impure_5_6_29,6
5,0.0,0.0,0.0,Impure_5_6_26,6
2,0.4998966666666662,0.0041152236647635995,0.4,Impure_5_6_27,6
3,0.5001033333333328,0.003358745269282276,0.4,Impure_5_6_27,6
0,0.0,0.0,0.0,Impure_5_6_27,6
1,0.0,0.0,0.0,Impure_5_6_27,6
4,0.0,0.0,0.0,Impure_5_6_27,6
5,0.0,0.0,0.0,Impure_5_6_27,6
2,0.5005899999999996,0.004898805534994,0.4,Impure_5_6_28,6
3,0.4994099999999995,0.0053736424157029,0.4,Impure_5_6_28,6
0,0.0,0.0,0.0,Impure_5_6_28,6
1,0.0,0.0,0.0,Impure_5_6_28,6
2,0.4996833333333331,0.0050761102278197,0.4,Impure_5_6_55,6
5,0.0,0.0,0.0,Impure_5_6_28,6
2,0.4998166666666662,0.0046889628453817,0.4,Impure_5_6_29,6
3,0.500183333333333,0.0056053084190796,0.4,Impure_5_6_29,6
1,0.0,0.0,0.0,Impure_5_6_29,6
0,0.0,0.0,0.0,Impure_5_6_20,6
3,0.4996166666666664,0.0046548051266189,0.4,Impure_5_6_20,6
2,0.5003833333333328,0.0057792993807279005,0.4,Impure_5_6_20,6
3,0.5000899999999996,0.0041787059690043,0.4,Impure_5_6_12,6
0,0.0,0.0,0.0,Impure_5_6_12,6
1,0.0,0.0,0.0,Impure_5_6_12,6
4,0.0,0.0,0.0,Impure_5_6_12,6
5,0.0,0.0,0.0,Impure_5_6_12,6
2,0.4993399999999995,0.0051279148105323,0.4,Impure_5_6_13,6
3,0.5006599999999994,0.0059523225140929,0.4,Impure_5_6_13,6
0,0.0,0.0,0.0,Impure_5_6_13,6
1,0.0,0.0,0.0,Impure_5_6_13,6
4,0.0,0.0,0.0,Impure_5_6_13,6
5,0.0,0.0,0.0,Impure_5_6_13,6
2,0.4992866666666661,0.0044261835840505,0.4,Impure_5_6_14,6
3,0.500713333333333,0.0053721807118653,0.4,Impure_5_6_14,6
0,0.0,0.0,0.0,Impure_5_6_14,6
1,0.0,0.0,0.0,Impure_5_6_14,6
2,0.4999099999999995,0.0057702631299583005,0.4,Impure_5_6_12,6
4,0.0,0.0,0.0,Impure_5_6_14,6
5,0.0,0.0,0.0,Impure_5_6_11,6
1,0.0,0.0,0.0,Impure_5_6_11,6
2,0.5013999999999996,0.005717826306016601,0.4,Impure_5_6_0,6
3,0.4985999999999998,0.0045521777901319,0.4,Impure_5_6_0,6
0,0.0,0.0,0.0,Impure_5_6_0,6
1,0.0,0.0,0.0,Impure_5_6_0,6
4,0.0,0.0,0.0,Impure_5_6_0,6
5,0.0,0.0,0.0,Impure_5_6_0,6
2,0.5004499999999998,0.0061293239039662,0.4,Impure_5_6_10,6
3,0.4995499999999996,0.0056252639593927,0.4,Impure_5_6_10,6
0,0.0,0.0,0.0,Impure_5_6_10,6
1,0.0,0.0,0.0,Impure_5_6_10,6
4,0.0,0.0,0.0,Impure_5_6_10,6
5,0.0,0.0,0.0,Impure_5_6_10,6
2,0.5003799999999997,0.0047460718041982715,0.4,Impure_5_6_11,6
3,0.4996199999999994,0.0036551623870478334,0.4,Impure_5_6_11,6
0,0.0,0.0,0.0,Impure_5_6_11,6
4,0.0,0.0,0.0,Impure_5_6_11,6
1,0.0,0.0,0.0,Impure_5_6_31,6
5,0.0,0.0,0.0,Impure_5_6_14,6
3,0.4996566666666661,0.0044467020529207,0.4,Impure_5_6_15,6
1,0.0,0.0,0.0,Impure_5_6_18,6
4,0.0,0.0,0.0,Impure_5_6_18,6
5,0.0,0.0,0.0,Impure_5_6_18,6
2,0.5009499999999997,0.0062035972121198,0.4,Impure_5_6_19,6
3,0.4990499999999996,0.0044802141371257,0.4,Impure_5_6_19,6
0,0.0,0.0,0.0,Impure_5_6_19,6
1,0.0,0.0,0.0,Impure_5_6_19,6
4,0.0,0.0,0.0,Impure_5_6_19,6
5,0.0,0.0,0.0,Impure_5_6_19,6
2,0.4985499999999995,0.0030168785076803524,0.4,Impure_5_6_1,6
3,0.5014499999999996,0.0043476194232568745,0.4,Impure_5_6_1,6
0,0.0,0.0,0.0,Impure_5_6_1,6
1,0.0,0.0,0.0,Impure_5_6_1,6
4,0.0,0.0,0.0,Impure_5_6_1,6
5,0.0,0.0,0.0,Impure_5_6_1,6
0,0.0,0.0,0.0,Impure_5_6_18,6
2,0.500343333333333,0.0053070276493131,0.4,Impure_5_6_15,6
3,0.5006399999999996,0.0060671785957297,0.4,Impure_5_6_18,6
5,0.0,0.0,0.0,Impure_5_6_17,6
0,0.0,0.0,0.0,Impure_5_6_15,6
1,0.0,0.0,0.0,Impure_5_6_15,6
4,0.0,0.0,0.0,Impure_5_6_15,6
5,0.0,0.0,0.0,Impure_5_6_15,6
2,0.500043333333333,0.004749268959495489,0.4,Impure_5_6_16,6
3,0.4999566666666662,0.0052267294513526,0.4,Impure_5_6_16,6
0,0.0,0.0,0.0,Impure_5_6_16,6
1,0.0,0.0,0.0,Impure_5_6_16,6
4,0.0,0.0,0.0,Impure_5_6_16,6
5,0.0,0.0,0.0,Impure_5_6_16,6
2,0.4994933333333328,0.0045540287823547,0.4,Impure_5_6_17,6
3,0.5005066666666662,0.005159386908092793,0.4,Impure_5_6_17,6
0,0.0,0.0,0.0,Impure_5_6_17,6
1,0.0,0.0,0.0,Impure_5_6_17,6
4,0.0,0.0,0.0,Impure_5_6_17,6
2,0.4993599999999996,0.0058459512779638,0.4,Impure_5_6_18,6
4,0.0,0.0,0.0,Impure_5_6_31,6
4,0.0,0.0,0.0,Impure_5_6_28,6
2,0.4996799999999995,0.0058950889594154,0.4,Impure_5_6_32,6
3,0.500566666666666,0.0044066765784728,0.4,Impure_5_6_47,6
0,0.0,0.0,0.0,Impure_5_6_47,6
1,0.0,0.0,0.0,Impure_5_6_47,6
5,0.0,0.0,0.0,Impure_5_6_31,6
5,0.0,0.0,0.0,Impure_5_6_47,6
2,0.5008999999999996,0.0032210641118669,0.4,Impure_5_6_48,6
2,0.499433333333333,0.0053892343610541776,0.4,Impure_5_6_47,6
3,0.4990999999999997,0.0049505380058945,0.4,Impure_5_6_48,6
1,0.0,0.0,0.0,Impure_5_6_48,6
4,0.0,0.0,0.0,Impure_5_6_48,6
5,0.0,0.0,0.0,Impure_5_6_48,6
2,0.4993999999999995,0.0056027776695489,0.4,Impure_5_6_49,6
3,0.5005999999999996,0.0051440992842559,0.4,Impure_5_6_49,6
0,0.0,0.0,0.0,Impure_5_6_49,6
0,0.0,0.0,0.0,Impure_5_6_48,6
5,0.0,0.0,0.0,Impure_5_6_46,6
4,0.0,0.0,0.0,Impure_5_6_46,6
1,0.0,0.0,0.0,Impure_5_6_46,6
2,0.49990666666666617,0.0046535768485822,0.4,Impure_5_6_44,6
3,0.500093333333333,0.004767383035781,0.4,Impure_5_6_44,6
0,0.0,0.0,0.0,Impure_5_6_44,6
1,0.0,0.0,0.0,Impure_5_6_44,6
4,0.0,0.0,0.0,Impure_5_6_44,6
5,0.0,0.0,0.0,Impure_5_6_44,6
2,0.4995933333333329,0.0056001006704624,0.4,Impure_5_6_45,6
3,0.5004066666666663,0.0055763885746075,0.4,Impure_5_6_45,6
0,0.0,0.0,0.0,Impure_5_6_45,6
1,0.0,0.0,0.0,Impure_5_6_45,6
4,0.0,0.0,0.0,Impure_5_6_45,6
5,0.0,0.0,0.0,Impure_5_6_45,6
2,0.5004699999999996,0.0043733840343429,0.4,Impure_5_6_46,6
3,0.4995299999999997,0.004887848666586891,0.4,Impure_5_6_46,6
0,0.0,0.0,0.0,Impure_5_6_46,6
1,0.0,0.0,0.0,Impure_5_6_49,6
4,0.0,0.0,0.0,Impure_5_6_49,6
5,0.0,0.0,0.0,Impure_5_6_49,6
2,0.4998199999999995,0.0050558648300548,0.4,Impure_5_6_4,6
0,0.0,0.0,0.0,Impure_5_6_52,6
1,0.0,0.0,0.0,Impure_5_6_52,6
4,0.0,0.0,0.0,Impure_5_6_52,6
5,0.0,0.0,0.0,Impure_5_6_52,6
2,0.4990266666666663,0.0050451779220752994,0.4,Impure_5_6_53,6
3,0.5009733333333329,0.0050433865702582,0.4,Impure_5_6_53,6
0,0.0,0.0,0.0,Impure_5_6_53,6
1,0.0,0.0,0.0,Impure_5_6_53,6
4,0.0,0.0,0.0,Impure_5_6_53,6
5,0.0,0.0,0.0,Impure_5_6_53,6
2,0.5002599999999997,0.0052837972841527,0.4,Impure_5_6_54,6
3,0.4997399999999995,0.0049070969426252,0.4,Impure_5_6_54,6
0,0.0,0.0,0.0,Impure_5_6_54,6
1,0.0,0.0,0.0,Impure_5_6_54,6
4,0.0,0.0,0.0,Impure_5_6_54,6
3,0.49960666666666637,0.004897037916556997,0.4,Impure_5_6_52,6
5,0.0,0.0,0.0,Impure_5_6_43,6
2,0.5003933333333329,0.0052427984793236,0.4,Impure_5_6_52,6
4,0.0,0.0,0.0,Impure_5_6_51,6
3,0.5001799999999997,0.004217915633589066,0.4,Impure_5_6_4,6
0,0.0,0.0,0.0,Impure_5_6_4,6
1,0.0,0.0,0.0,Impure_5_6_4,6
4,0.0,0.0,0.0,Impure_5_6_4,6
5,0.0,0.0,0.0,Impure_5_6_4,6
2,0.49990666666666617,0.0064648128816303,0.4,Impure_5_6_50,6
3,0.5000933333333331,0.005073320760969541,0.4,Impure_5_6_50,6
0,0.0,0.0,0.0,Impure_5_6_50,6
1,0.0,0.0,0.0,Impure_5_6_50,6
4,0.0,0.0,0.0,Impure_5_6_50,6
5,0.0,0.0,0.0,Impure_5_6_50,6
2,0.5003766666666664,0.0050861626436354,0.4,Impure_5_6_51,6
3,0.4996233333333331,0.0043539695359435,0.4,Impure_5_6_51,6
0,0.0,0.0,0.0,Impure_5_6_51,6
1,0.0,0.0,0.0,Impure_5_6_51,6
5,0.0,0.0,0.0,Impure_5_6_51,6
4,0.0,0.0,0.0,Impure_5_6_43,6
4,0.0,0.0,0.0,Impure_5_6_47,6
0,0.0,0.0,0.0,Impure_5_6_43,6
0,0.0,0.0,0.0,Impure_5_6_35,6
1,0.0,0.0,0.0,Impure_5_6_35,6
4,0.0,0.0,0.0,Impure_5_6_35,6
5,0.0,0.0,0.0,Impure_5_6_35,6
2,0.4988733333333329,0.0033717477856930753,0.4,Impure_5_6_36,6
0,0.0,0.0,0.0,Impure_5_6_36,6
1,0.0,0.0,0.0,Impure_5_6_36,6
4,0.0,0.0,0.0,Impure_5_6_36,6
5,0.0,0.0,0.0,Impure_5_6_36,6
2,0.49968999999999963,0.0069299984843986,0.4,Impure_5_6_37,6
3,0.5003099999999996,0.0057844846349732,0.4,Impure_5_6_37,6
0,0.0,0.0,0.0,Impure_5_6_37,6
1,0.0,0.0,0.0,Impure_5_6_37,6
4,0.0,0.0,0.0,Impure_5_6_37,6
5,0.0,0.0,0.0,Impure_5_6_37,6
3,0.4999666666666663,0.0040747828117056,0.4,Impure_5_6_35,6
2,0.4994799999999996,0.005363148441373597,0.4,Impure_5_6_38,6
2,0.5000333333333329,0.003976616404810779,0.4,Impure_5_6_35,6
4,0.0,0.0,0.0,Impure_5_6_34,6
3,0.5003199999999995,0.0034468990644589,0.4,Impure_5_6_32,6
0,0.0,0.0,0.0,Impure_5_6_32,6
1,0.0,0.0,0.0,Impure_5_6_32,6
4,0.0,0.0,0.0,Impure_5_6_32,6
5,0.0,0.0,0.0,Impure_5_6_32,6
2,0.4997966666666662,0.0053013452534521,0.4,Impure_5_6_33,6
3,0.5002033333333328,0.0050755284584960625,0.4,Impure_5_6_33,6
0,0.0,0.0,0.0,Impure_5_6_33,6
1,0.0,0.0,0.0,Impure_5_6_33,6
4,0.0,0.0,0.0,Impure_5_6_33,6
5,0.0,0.0,0.0,Impure_5_6_33,6
1,0.0,0.0,0.0,Impure_5_6_43,6
3,0.5010699999999996,0.0041966836190896,0.4,Impure_5_6_34,6
0,0.0,0.0,0.0,Impure_5_6_34,6
1,0.0,0.0,0.0,Impure_5_6_34,6
5,0.0,0.0,0.0,Impure_5_6_34,6
3,0.5005199999999995,0.0048743509368612,0.4,Impure_5_6_38,6
2,0.4989299999999997,0.004554997964614673,0.4,Impure_5_6_34,6
1,0.0,0.0,0.0,Impure_5_6_38,6
5,0.0,0.0,0.0,Impure_5_6_40,6
2,0.5000433333333327,0.0041658564265113,0.4,Impure_5_6_41,6
3,0.4999566666666664,0.0064874559399936,0.4,Impure_5_6_41,6
0,0.0,0.0,0.0,Impure_5_6_41,6
1,0.0,0.0,0.0,Impure_5_6_41,6
4,0.0,0.0,0.0,Impure_5_6_41,6
5,0.0,0.0,0.0,Impure_5_6_41,6
2,0.4993366666666662,0.0044375187703289,0.4,Impure_5_6_42,6
3,0.5006633333333329,0.0048412598833061,0.4,Impure_5_6_42,6
1,0.0,0.0,0.0,Impure_5_6_42,6
4,0.0,0.0,0.0,Impure_5_6_42,6
5,0.0,0.0,0.0,Impure_5_6_42,6
2,0.4996599999999997,0.0062471749631563,0.4,Impure_5_6_43,6
3,0.5003399999999995,0.0058649746634426,0.4,Impure_5_6_43,6
0,0.0,0.0,0.0,Impure_5_6_38,6
4,0.0,0.0,0.0,Impure_5_6_40,6
1,0.0,0.0,0.0,Impure_5_6_40,6
0,0.0,0.0,0.0,Impure_5_6_42,6
3,0.4985133333333329,0.0047029146852341,0.4,Impure_5_6_40,6
4,0.0,0.0,0.0,Impure_5_6_38,6
0,0.0,0.0,0.0,Impure_5_6_40,6
5,0.0,0.0,0.0,Impure_5_6_38,6
2,0.4998833333333329,0.0050108954651657,0.4,Impure_5_6_39,6
0,0.0,0.0,0.0,Impure_5_6_39,6
1,0.0,0.0,0.0,Impure_5_6_39,6
4,0.0,0.0,0.0,Impure_5_6_39,6
3,0.5001166666666663,0.0062743073190891,0.4,Impure_5_6_39,6
2,0.5003799999999996,0.0045121756247515,0.4,Impure_5_6_3,6
3,0.4996199999999996,0.0049112690975026,0.4,Impure_5_6_3,6
0,0.0,0.0,0.0,Impure_5_6_3,6
1,0.0,0.0,0.0,Impure_5_6_3,6
4,0.0,0.0,0.0,Impure_5_6_3,6
2,0.5014866666666663,0.0048805993909065,0.4,Impure_5_6_40,6
5,0.0,0.0,0.0,Impure_5_6_39,6
5,0.0,0.0,0.0,Impure_5_6_3,6
5,0.0,0.0,0.0,Impure_5_7_14,7
4,0.0,0.0,0.0,Impure_5_7_14,7
1,0.0,0.0,0.0,Impure_5_7_14,7
0,0.0,0.0,0.0,Impure_5_7_14,7
2,0.4987966666666663,0.0034831216436825526,0.4,Impure_5_7_14,7
5,0.0,0.0,0.0,Impure_5_7_13,7
4,0.0,0.0,0.0,Impure_5_7_13,7
2,0.49945333333333297,0.0049193540908670005,0.4,Impure_5_7_15,7
1,0.0,0.0,0.0,Impure_5_7_13,7
3,0.5012033333333328,0.0040039693202416,0.4,Impure_5_7_14,7
3,0.5005466666666664,0.005611203032000356,0.4,Impure_5_7_15,7
0,0.0,0.0,0.0,Impure_5_7_16,7
1,0.0,0.0,0.0,Impure_5_7_15,7
4,0.0,0.0,0.0,Impure_5_7_15,7
5,0.0,0.0,0.0,Impure_5_7_15,7
2,0.4995933333333328,0.003980882936379202,0.4,Impure_5_7_16,7
3,0.5004066666666662,0.0049482022180124,0.4,Impure_5_7_16,7
1,0.0,0.0,0.0,Impure_5_7_16,7
4,0.0,0.0,0.0,Impure_5_7_16,7
5,0.0,0.0,0.0,Impure_5_7_16,7
2,0.5007666666666661,0.005750766661835426,0.4,Impure_5_7_17,7
0,0.0,0.0,0.0,Impure_5_7_13,7
0,0.0,0.0,0.0,Impure_5_7_15,7
3,0.4994266666666662,0.0063395176502742,0.4,Impure_5_7_13,7
3,0.5022166666666662,0.0062976137803379,0.4,Impure_5_7_10,7
5,0.0,0.0,0.0,Impure_5_7_12,7
2,0.4999799999999997,0.0058447460671936,0.4,Impure_5_7_0,7
3,0.5000199999999996,0.0053042258165994,0.4,Impure_5_7_0,7
0,0.0,0.0,0.0,Impure_5_7_0,7
1,0.0,0.0,0.0,Impure_5_7_0,7
4,0.0,0.0,0.0,Impure_5_7_0,7
5,0.0,0.0,0.0,Impure_5_7_0,7
2,0.4977833333333329,0.005033056765163166,0.4,Impure_5_7_10,7
0,0.0,0.0,0.0,Impure_5_7_10,7
1,0.0,0.0,0.0,Impure_5_7_10,7
4,0.0,0.0,0.0,Impure_5_7_10,7
2,0.5005733333333329,0.0043093146808152,0.4,Impure_5_7_13,7
5,0.0,0.0,0.0,Impure_5_7_10,7
3,0.5011033333333329,0.0036277749986475235,0.4,Impure_5_7_11,7
0,0.0,0.0,0.0,Impure_5_7_11,7
1,0.0,0.0,0.0,Impure_5_7_11,7
4,0.0,0.0,0.0,Impure_5_7_11,7
5,0.0,0.0,0.0,Impure_5_7_11,7
2,0.5028666666666662,0.006036928004012644,0.4,Impure_5_7_12,7
3,0.497133333333333,0.0058703224336344,0.4,Impure_5_7_12,7
0,0.0,0.0,0.0,Impure_5_7_12,7
1,0.0,0.0,0.0,Impure_5_7_12,7
4,0.0,0.0,0.0,Impure_5_7_12,7
2,0.4988966666666661,0.0050062712751958,0.4,Impure_5_7_11,7
3,0.4992333333333327,0.006956282960116,0.4,Impure_5_7_17,7
4,0.0,0.0,0.0,Impure_5_7_17,7
1,0.0,0.0,0.0,Impure_5_7_17,7
3,0.5008433333333331,0.0045894792561714,0.4,Impure_5_7_74,7
2,0.4991566666666662,0.0046470427003792,0.4,Impure_5_7_74,7
5,0.0,0.0,0.0,Impure_5_7_73,7
4,0.0,0.0,0.0,Impure_5_7_73,7
1,0.0,0.0,0.0,Impure_5_7_73,7
0,0.0,0.0,0.0,Impure_5_7_73,7
3,0.5018099999999995,0.004479323652252254,0.4,Impure_5_7_73,7
2,0.4981899999999998,0.0051579774137684,0.4,Impure_5_7_73,7
5,0.0,0.0,0.0,Impure_5_7_72,7
4,0.0,0.0,0.0,Impure_5_7_72,7
1,0.0,0.0,0.0,Impure_5_7_72,7
0,0.0,0.0,0.0,Impure_5_7_72,7
3,0.5003466666666664,0.0047795621410038,0.4,Impure_5_7_72,7
2,0.499653333333333,0.0048924847230358,0.4,Impure_5_7_72,7
0,0.0,0.0,0.0,Impure_5_7_74,7
5,0.0,0.0,0.0,Impure_5_7_71,7
1,0.0,0.0,0.0,Impure_5_7_71,7
0,0.0,0.0,0.0,Impure_5_7_71,7
3,0.4996799999999995,0.0045724147178576435,0.4,Impure_5_7_71,7
2,0.5003199999999995,0.004422392401901488,0.4,Impure_5_7_71,7
5,0.0,0.0,0.0,Impure_5_7_70,7
4,0.0,0.0,0.0,Impure_5_7_70,7
1,0.0,0.0,0.0,Impure_5_7_70,7
0,0.0,0.0,0.0,Impure_5_7_70,7
3,0.500953333333333,0.0050421272038309,0.4,Impure_5_7_70,7
2,0.4990466666666661,0.004368381298997567,0.4,Impure_5_7_70,7
5,0.0,0.0,0.0,Impure_5_7_6,7
4,0.0,0.0,0.0,Impure_5_7_6,7
1,0.0,0.0,0.0,Impure_5_7_6,7
0,0.0,0.0,0.0,Impure_5_7_6,7
4,0.0,0.0,0.0,Impure_5_7_71,7
3,0.5000366666666662,0.0034891473234432285,0.4,Impure_5_7_6,7
1,0.0,0.0,0.0,Impure_5_7_74,7
5,0.0,0.0,0.0,Impure_5_7_74,7
5,0.0,0.0,0.0,Impure_5_7_79,7
4,0.0,0.0,0.0,Impure_5_7_79,7
1,0.0,0.0,0.0,Impure_5_7_79,7
0,0.0,0.0,0.0,Impure_5_7_79,7
3,0.4994266666666661,0.00543937898385,0.4,Impure_5_7_79,7
2,0.5005733333333329,0.0052320323469564,0.4,Impure_5_7_79,7
5,0.0,0.0,0.0,Impure_5_7_78,7
4,0.0,0.0,0.0,Impure_5_7_78,7
1,0.0,0.0,0.0,Impure_5_7_78,7
0,0.0,0.0,0.0,Impure_5_7_78,7
3,0.4973766666666664,0.0056113500698892,0.4,Impure_5_7_78,7
