sum,Avg0,SD0,frust0,file,Nodes,Reg
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.003785058343892,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,0.9999999999999999,0.0024301988944664997,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.000499866648884,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,0.9999999999999999,0.0029569353504374,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0022837590843946,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0013276880490368,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0013729773001278,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0009749301969314,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0020795726056624,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0029204565853074996,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0013625792535562,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0023795424396766,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0037954007254394,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0031372316175606,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.001549308089295,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0033343065246014,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0046149130243398,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,0.9999999999999999,0.0029022443422672,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0010433706063628,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0016231930124158,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0003302524287066,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,0.9999999999999998,0.0021852841157768,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,0.9999999999999999,0.0031210824333162,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,0.9999999999999999,0.0007970501169241001,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.000749577658863,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0037632728073076,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0013285581156526,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0012247811595908,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,0.9999999999999998,0.0017928995757958,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0015639551002363,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,0.9999999999999999,0.00014696938456702438,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0012383142663402,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0021072783921974,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0018392993835213,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0024408923686954,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0042518806296612,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,0.9999999999999999,0.0026385012580798,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0029559882724168,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0014698148031488,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0009440809758112,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,0.9999999999999998,0.0020087807247182,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0052127791691828,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,0.9999999999999999,0.0025519317301909003,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0012924739412803,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0014294987466474,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0024821675115824,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0038398032356994,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0010925200226997,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.003034219650732,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0026306399728328,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.001212197270341,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0043567674051092,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0028220717370202,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,0.9999999999999999,0.0042724544077926,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0013242691904928,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,0.9999999999999998,0.0027461650027304,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.00211762970218,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0022133132529208,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,0.9999999999999999,0.001531535177526,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0014903243494845,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,0.9999999999999999,0.0021386600166146,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0048989794855662,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0015793951022112,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0010245432586712,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0025073935116414,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.001336097135524,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0022965094285796,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,0.9999999999999999,0.0024188335113346,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,0.9999999999999999,0.0022481004327109004,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0005552176750308,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,0.9999999999999999,0.0031116555079248,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0031866945605472,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,0.9999999999999999,0.0044492496246245,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.003677329949237,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0009423846820109,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0006203224967708,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0031557496027972,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0018188885495146,0.0,T2,2,None
0,0.0,0.0,0.0,T2,2,None
2,0.0,0.0,0.0,T2,2,None
1,1.0,0.0021329999739542,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
1,1.0,0.0015860222781116,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
0,0.2500733333333333,0.0005351842880935,0.3153009061210307,T2SA,2,SA
1,0.5004233333333332,0.0029653444337179,0.0,T2SA,2,SA
2,0.2495033333333333,0.0007870761646047,0.3153009061210307,T2SA,2,SA
0,0.25079,0.0016502929032952,0.4112954430641353,T2SA,2,SA
1,0.4991566666666666,0.0022192394513289,0.0,T2SA,2,SA
2,0.2500533333333333,0.0011892948424264,0.4112954430641353,T2SA,2,SA
1,1.0,0.0007600584772824,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
0,0.25137,0.0009244457799135,0.1783416957497886,T2SA,2,SA
1,0.4994833333333333,0.0013514547784305,0.0,T2SA,2,SA
2,0.2491466666666666,0.0015990066360782,0.1783416957497886,T2SA,2,SA
1,0.9999999999999999,0.0025981702963602,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
1,1.0,0.0039978105118788,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
0,0.2492766666666666,0.0010224263081296,0.0485796597956766,T2SA,2,SA
1,0.49931333333333316,0.0023173841109577,0.0,T2SA,2,SA
2,0.2514099999999999,0.00113175380126,0.0485796597956766,T2SA,2,SA
1,1.0,0.0011530057338201,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
1,1.0,0.0006578753681358,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
0,0.2488466666666666,0.0004328458796795,0.1961402016385825,T2SA,2,SA
1,0.5001266666666666,0.0011908659404002001,0.0,T2SA,2,SA
2,0.2510266666666667,0.0006403297761483,0.1961402016385825,T2SA,2,SA
0,0.2505266666666667,0.001209995408623,0.0335751382565729,T2SA,2,SA
1,0.4988433333333332,0.0020420599097004,0.0,T2SA,2,SA
2,0.2506299999999999,0.0006975672010638,0.0335751382565729,T2SA,2,SA
1,0.9999999999999999,0.0038333739128286,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
1,0.9999999999999999,0.0017102826277158,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
1,1.0,0.0010833692301744,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
1,0.9999999999999999,0.0017221949818634,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
1,1.0,0.001555463489339,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
1,1.0,0.0016411648979374,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
0,0.24843,0.00124010752222,0.2645427490032597,T2SA,2,SA
1,0.50205,0.0016632847723839998,0.0,T2SA,2,SA
2,0.24952,0.0009565563234854,0.2645427490032597,T2SA,2,SA
0,0.2500833333333334,0.0003523571420527,0.091645001935357,T2SA,2,SA
1,0.49957666666666656,0.0016914961289960998,0.0,T2SA,2,SA
2,0.25034,0.0006910861017268,0.091645001935357,T2SA,2,SA
0,0.2501766666666666,0.0009994109376138,0.0981309667562931,T2SA,2,SA
1,0.4992199999999999,0.0044285944840781,0.0,T2SA,2,SA
2,0.2506033333333333,0.0002963481436119,0.0981309667562931,T2SA,2,SA
0,0.24878,0.0005920022522479,0.256799113789146,T2SA,2,SA
1,0.5014699999999999,0.0015211168411841001,0.0,T2SA,2,SA
2,0.24975,0.0008357431822435,0.256799113789146,T2SA,2,SA
0,0.2507033333333333,0.0008944396135135,0.2661621958624429,T2SA,2,SA
1,0.5009299999999999,0.0024067291884782996,0.0,T2SA,2,SA
2,0.2483666666666666,0.0009016404802112,0.2661621958624429,T2SA,2,SA
0,0.2495366666666666,0.0020551128652433,0.2308711646766397,T2SA,2,SA
1,0.5003799999999998,0.0019827093242805,0.0,T2SA,2,SA
2,0.2500833333333334,0.00075021478406,0.2308711646766397,T2SA,2,SA
1,1.0,0.0019374439059979,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
0,0.2510733333333333,0.0001463633226673,0.2422813536399401,T2SA,2,SA
1,0.4992166666666666,0.0020354121916870997,0.0,T2SA,2,SA
2,0.24971,0.0007860449520648,0.2422813536399401,T2SA,2,SA
1,1.0,0.0032414948540586,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
0,0.2499833333333333,0.0006958128739507,0.321043726206114,T2SA,2,SA
1,0.4992399999999999,0.0027613238463308,0.0,T2SA,2,SA
2,0.2507766666666666,0.0010596959731713,0.321043726206114,T2SA,2,SA
1,1.0,0.0018042911812306,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
0,0.24903,0.0007376087490442,0.2149233244715844,T2SA,2,SA
1,0.4995833333333332,0.0016648380683196,0.0,T2SA,2,SA
2,0.2513866666666667,0.0003570558624205,0.2149233244715844,T2SA,2,SA
0,0.25015,0.002138971715568,0.024108747346608,T2SA,2,SA
1,0.4997266666666666,0.0024390570912263,0.0,T2SA,2,SA
2,0.2501233333333333,0.0010371863649101,0.024108747346608,T2SA,2,SA
1,1.0,0.0014474191591318,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
1,1.0,0.0014945530732926,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
0,0.2495833333333333,0.0007178826892714,0.2083866741930632,T2SA,2,SA
1,0.5013933333333334,0.0026549386540640997,0.0,T2SA,2,SA
2,0.2490233333333333,0.0008748841193108,0.2083866741930632,T2SA,2,SA
1,1.0,0.0027954407324942,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
1,1.0,0.0020495419542478,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
1,1.0,0.0028335294049804,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
0,0.2483266666666666,0.0012242639512058,0.2993213687508539,T2SA,2,SA
1,0.5014066666666666,0.0032012463577774,0.0,T2SA,2,SA
2,0.2502666666666667,0.0013134517713093,0.2993213687508539,T2SA,2,SA
0,0.2494333333333333,0.0003586394041683,0.2309106652564566,T2SA,2,SA
1,0.4984466666666666,0.0025684285876568,0.0,T2SA,2,SA
2,0.2521199999999999,0.0007805553578489,0.2309106652564566,T2SA,2,SA
1,0.9999999999999999,0.0026105597526626,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
0,0.2493333333333333,0.0010131578795473,0.1043631400899728,T2SA,2,SA
1,0.5005233333333333,0.0015358789577805,0.0,T2SA,2,SA
2,0.2501433333333333,0.0010725773735363,0.1043631400899728,T2SA,2,SA
1,1.0,0.0031619403325594,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
0,0.2495766666666666,0.000328768746825,0.2229016261635377,T2SA,2,SA
1,0.5012833333333333,0.0030171030673616,0.0,T2SA,2,SA
2,0.24914,0.0012314490109893,0.2229016261635377,T2SA,2,SA
0,0.25027,0.001456868788418,0.2185378837193337,T2SA,2,SA
1,0.4993799999999999,0.0030249899434687,0.0,T2SA,2,SA
2,0.25035,0.0015916239086752,0.2185378837193337,T2SA,2,SA
1,1.0,0.0020006887702876,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
0,0.25078,0.0013181805642627,0.1394213880730938,T2SA,2,SA
1,0.4986299999999999,0.0017720699073418998,0.0,T2SA,2,SA
2,0.25059,0.0018580814478021,0.1394213880730938,T2SA,2,SA
1,1.0,0.0012615334584015,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
1,1.0000000000000002,0.0006981881312844,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
0,0.2493966666666666,0.0009364590517238,0.105914112974485,T2SA,2,SA
1,0.5012099999999998,0.0034908457540345,0.0,T2SA,2,SA
2,0.2493933333333333,0.0022409868857764,0.105914112974485,T2SA,2,SA
0,0.2493866666666666,0.0007780888266915,0.4056380782793778,T2SA,2,SA
1,0.5014266666666667,0.0013103434486429,0.0,T2SA,2,SA
2,0.2491866666666666,0.0018411288807564,0.4056380782793778,T2SA,2,SA
1,1.0,0.001434278757967,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
1,1.0,0.002693217819305,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
1,1.0,0.0014991553177261,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
1,1.0,0.0034276911568381,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
0,0.2501066666666667,0.0015632515970104,0.1465286016013792,T2SA,2,SA
1,0.5001466666666666,0.002723662008417,0.0,T2SA,2,SA
2,0.2497466666666666,0.0003798537730349,0.1465286016013792,T2SA,2,SA
1,1.0,0.0050756674437948,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
0,0.2504066666666666,0.0010261362266071,0.0686208430799256,T2SA,2,SA
1,0.49948333333333317,0.0012338044119475,0.0,T2SA,2,SA
2,0.25011,0.0010955668243729,0.0686208430799256,T2SA,2,SA
1,1.0,0.00013888444437334116,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
1,1.0,0.0022917824213189,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
1,1.0,0.0019152951614712,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
1,0.9999999999999998,0.0028023323619204,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
1,1.0,0.0028398278508074,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
0,0.2505733333333333,0.0005917394321452,0.2682420541917947,T2SA,2,SA
1,0.5000166666666666,0.0009321073362507,0.0,T2SA,2,SA
2,0.24941,0.0004883304891839,0.2682420541917947,T2SA,2,SA
0,0.2496366666666666,0.0005237259673616,0.2056020673971805,T2SA,2,SA
1,0.5010066666666666,0.0017354568322955999,0.0,T2SA,2,SA
2,0.2493566666666666,0.0009335356923486,0.2056020673971805,T2SA,2,SA
0,0.2495766666666666,0.0005859654900721,0.2644899927438172,T2SA,2,SA
1,0.5014266666666666,0.0030286063900376997,0.0,T2SA,2,SA
2,0.2489966666666666,0.0004880118395649,0.2644899927438172,T2SA,2,SA
0,0.2500366666666667,0.0007047615830115,0.3368907410141465,T2SA,2,SA
1,0.4994233333333332,0.0025115949298222,0.0,T2SA,2,SA
2,0.25054,0.0014352932336866,0.3368907410141465,T2SA,2,SA
1,1.0,0.0037952367807848,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
1,1.0,0.0013927750077532,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
1,1.0,0.003868551264865,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
1,1.0,0.0025289962875066,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
1,1.0,0.0012493198149392,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
1,1.0,0.002675834241669,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
1,1.0,0.0027732692300283003,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
1,1.0,0.0017460304184698,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
1,1.0,0.0008053708600528,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
1,1.0,0.0023305507217536,0.0,T2SA,2,SA
0,0.0,0.0,0.0,T2SA,2,SA
2,0.0,0.0,0.0,T2SA,2,SA
0,0.2503933333333333,0.0007717656523985,0.2237036471812047,T2SA,2,SA
